Total Households Serviced,Single Family Dwellings,Multi-Family Dwellings,User Pay Waste Collection (Pay-As-You-Throw),Full User Pay,Partial User Pay,Bag Limit Program for Garbage Collection,Program Code,Municipal Group,Single Stream,Residential Collection Costs,Residential Processing Costs,Residential Depot/Transfer Costs,Residential Promotion & Education Costs,Interest on Municipal  Capital,Administration Costs,Total Gross Revenue,Year,TOTAL Reported and/or Calculated Marketed Tonnes,operation cost,Program efficiency,change of Households Serviced,change of Marketed Tonnes,Quadrant
3602,52,0,False,False,False,False,437,7,True,230393.25999999998,3746.91,0.0,2265.66,0.0,7150.41,0.0,2019,305.3663484528644,241290.58,0.004346523928173857,0.0,0.0,4
5965,26,0,False,False,False,True,502,7,True,242636.78,38652.9,0.0,4398.4,0.0,8658.61,0.0,2019,497.74545729062567,289948.29,0.005942761823312707,0.0,0.0,4
3244,52,0,True,False,True,False,503,7,False,153399.34,49988.37,0.0,3343.5499999999997,0.0,6268.81,33972.22,2019,391.21857403239244,209656.52,0.005373308588953029,0.0,0.0,4
4830,52,0,True,False,True,True,510,7,False,218142.62,31904.95,0.0,2207.71,0.0,7626.34,1071.0,2019,507.2989272180541,257673.91,0.0060748434386856285,0.0,0.0,4
14519,52,52,False,False,False,True,531,7,True,552542.62,0.0,40569.7,17715.69,52.89,18937.81,2609.74,2019,1984.5700000000002,612050.13,0.008770302420423625,0.0,0.0,4
3684,0,0,False,False,False,False,550,9,False,0.0,8995.88,430849.48,3618.56,0.0,20486.38,1281.74,2019,242.01000000000002,460331.74,0.0020511883723476126,0.0,0.0,4
1490,26,26,True,False,True,True,551,7,False,99785.32,0.0,12799.44,1513.83,43.72,3711.41,72.0,2019,153.387526759557,116296.17000000001,0.004110765891480582,0.0,0.0,4
5370,52,71,True,False,True,True,555,7,True,297416.9,42563.29,117023.74,16876.059999999998,2390.61,16338.08,497.7,2019,517.6673921763112,473342.01,0.0035223904667660857,0.0,0.0,4
3239,52,52,True,False,True,False,556,7,False,193569.01,40673.36,8678.35,1238.13,0.0,7485.52,73939.33,2019,429.57419276527327,250406.24,0.004710634606239782,0.0,0.0,4
2862,52,52,True,False,True,False,558,7,True,230183.44,0.0,0.0,373.65,0.0,6924.19,9049.75,2019,390.35157563140444,237107.63,0.004457765856539866,0.0,0.0,4
4222,52,52,False,False,False,True,600,7,False,211687.77,58599.32,0.0,10432.490000000002,0.0,8630.24,0.0,2019,754.93,278917.32999999996,0.0064008397928740374,0.0,0.0,4
5624,26,0,True,True,False,False,604,7,True,153343.78,33810.86,25713.76,5530.700000000001,1621.27,7280.31,4684.65,2019,515.3004296156357,220148.71000000002,0.007732799741877362,0.0,0.0,4
3234,26,26,True,False,True,True,612,7,True,175346.57,67080.83,39711.41,3898.04,10450.54,13482.75,6701.21,2019,465.46741427569935,295621.56000000006,0.004150290964070629,0.0,0.0,4
548,52,52,False,False,False,False,635,7,False,35295.0,0.0,0.0,1890.58,0.0,1153.38,0.0,2019,58.100000000000016,36448.38,0.004895534496597205,0.0,0.0,4
1230,26,0,True,True,False,False,642,7,False,55649.88,0.0,0.0,72.0,0.0,1673.1,0.0,2019,131.41386363582228,57322.979999999996,0.0070136548202740946,0.0,0.0,4
75,52,0,False,False,False,True,643,7,False,4845.0,0.0,18222.9,1320.0,77.97,858.84,0.0,2019,8.107975896153388,23926.74,0.0010306312954252406,0.0,0.0,4
1944,52,52,True,True,False,False,711,7,False,93468.32,12352.59,116610.67,71.49,6214.61,11188.83,6079.57,2019,456.7000000000001,233620.41,0.00403322875018791,0.0,0.0,4
3372,52,0,True,True,False,False,712,7,True,233121.1,52319.0,0.0,884.6800000000001,0.0,8629.39,0.0,2019,732.7500000000001,294069.49,0.0053452956129996475,0.0,0.0,4
267,52,52,False,False,False,True,718,7,True,22469.88,0.0,0.0,1150.0,0.0,731.6,0.0,2019,33.19383210090193,23201.48,0.0040575944529534745,0.0,0.0,4
1410,52,0,True,True,False,False,736,7,False,97075.56,10191.54,0.0,2343.86,0.0,3335.21,198.0,2019,122.5981872573538,110602.31000000001,0.0037591303303222165,0.0,0.0,4
3722,52,52,True,True,False,False,757,7,False,217728.09999999998,51264.1,3205.44,2010.74,0.0,8516.96,29075.73,2019,525.4000000000001,280714.6,0.0049815927159616935,0.0,0.0,4
20585,52,52,False,False,False,True,786,7,False,1029978.96,200047.49000000002,325000.95,23382.02,51535.21,58176.12,214655.14,2019,3077.6600000000008,1613203.52,0.004933971025066404,0.0,0.0,4
5880,52,52,True,False,True,False,854,7,True,408221.88,79802.77,20118.52,14170.43,0.0,16355.19,37955.19,2019,929.24,524498.36,0.0044566494676786085,0.0,0.0,4
1605,52,52,True,False,True,False,855,7,True,133555.0,0.0,0.0,2344.92,0.0,4123.9,7037.0,2019,155.11353756998295,137678.9,0.003624056686625659,0.0,0.0,4
207,26,26,False,False,False,True,862,7,False,10812.17,0.0,0.0,315.0,0.0,340.12,8232.5,2019,12.345441747052517,11152.29,0.004532882231959094,0.0,0.0,4
1977,52,52,True,False,True,False,958,7,False,95700.78,0.0,0.0,598.94,175.47,2930.11,311.52,2019,508.60074662379424,98630.89,0.0101666735656033,0.0,0.0,4
1131,52,52,True,True,False,False,967,7,False,75965.38,0.0,0.0,1408.8000000000002,1587.16,3948.07,0.0,2019,155.9999026140288,79913.45000000001,0.005256220621767607,0.0,0.0,4
7567,52,52,True,True,False,False,971,7,False,312698.13,230846.03,17415.16,1007.43,90.06,17382.46,96935.22,2019,888.3399999999999,578341.78,0.004482981107232027,0.0,0.0,4
204,52,0,False,False,False,False,975,7,False,56358.85,13198.4,3024.45,0.0,798.33,3405.03,0.0,2019,30.31753918065976,75986.73,0.001034961755772862,0.0,0.0,4
280,52,52,False,False,False,False,976,7,False,33866.0,0.0,1766.11,1185.7,608.12,1871.3,0.0,2019,31.32229912468739,37503.41,0.002497095052871345,0.0,0.0,4
311,52,0,True,True,False,True,977,7,False,59087.72,0.0,0.0,0.0,0.0,1772.63,0.0,2019,47.09266172442538,60860.35,0.0019884852225080163,0.0,0.0,4
297,52,0,False,False,False,True,979,7,False,79046.35,0.0,21260.23,0.0,1093.43,4800.77,0.0,2019,251.0676674050256,105107.35,0.0025980082859323917,0.0,0.0,4
395,0,0,True,True,False,False,981,7,False,108338.79,0.0,0.0,0.0,2876.56,5560.77,26983.0,2019,202.51591950101226,113899.56,0.00248316790031337,0.0,0.0,4
0,52,52,False,False,False,False,983,7,True,31215.59,0.0,0.0,0.0,0.0,936.47,0.0,2019,75.89778163308944,32152.06,0.0,0.0,0.0,4
174,52,0,False,False,False,True,984,7,False,6818.27,0.0,0.0,2345.92,0.0,458.21,2612.0,2019,22.26198554245564,7276.4800000000005,0.008553330084063705,0.0,0.0,4
1914,0,0,False,False,False,False,188,8,False,0.0,120924.73,9500.0,0.0,433.71,5836.14,8053.0,2019,151.82,136260.87,0.0039560730536052306,0.0,0.0,4
1833,0,0,False,False,False,False,232,8,False,0.0,0.0,114930.95,1050.0,0.0,4809.95,0.0,2019,99.9430347802787,119740.9,0.0035744973608745254,0.0,0.0,4
3346,0,0,False,False,False,False,245,8,False,421.46,49883.3,542129.88,9469.89,1357.48,28528.15,0.0,2019,237.75000000000003,620962.79,0.001436341320614191,0.0,0.0,4
1794,0,0,False,False,False,False,372,8,False,0.0,45643.57,37372.04,0.0,0.0,3237.91,0.0,2019,124.59,86253.52,0.0054812042353355435,0.0,0.0,4
1932,0,0,False,False,False,False,375,8,False,0.0,0.0,213558.58,0.0,8283.35,9719.58,0.0,2019,162.62,223278.15999999997,0.0025104079111847298,0.0,0.0,4
5050,0,0,False,False,False,False,404,8,False,0.0,0.0,277424.64,2100.0,10411.17,11305.64,16226.76,2019,459.070449904728,288730.28,0.005273428065867096,0.0,0.0,4
1633,0,0,False,False,False,False,413,8,True,0.0,0.0,86023.86,1245.12,1579.27,3939.95,110.0,2019,76.8,89963.81,0.003936460180806709,0.0,0.0,4
163,0,0,False,False,False,False,537,8,True,0.0,3833.21,3996.97,45.0,0.0,237.16,0.0,2019,9.791898688508848,8067.34,0.004952185419312055,0.0,0.0,4
219,0,0,True,False,True,False,545,8,False,0.0,0.0,7613.66,90.0,0.0,385.18,0.0,2019,14.80055082767655,7998.84,0.007117606711012994,0.0,0.0,4
318,52,0,False,False,False,False,602,8,True,20123.16,0.0,4976.0,454.0,0.0,775.67,0.0,2019,15.286633204362733,25874.829999999998,0.0026945855554233846,0.0,0.0,4
136,0,0,True,False,True,False,605,8,True,0.0,4589.66,3411.11,110.0,0.0,245.52,0.0,2019,11.743233894780039,8246.29,0.004846237635423197,0.0,0.0,4
326,0,0,True,False,True,False,607,8,True,0.0,6884.48,5116.67,175.0,0.0,368.78,0.0,2019,17.618373107885347,12369.93,0.0061266695887542645,0.0,0.0,4
0,0,0,True,False,True,False,610,8,False,0.0,0.0,37693.06,200.0,0.0,1502.09,0.0,2019,75.67152934976775,39195.149999999994,0.0,0.0,0.0,4
302,0,0,False,False,False,False,611,8,False,0.0,10973.08,24392.96,400.0,0.0,1568.84,0.0,2019,19.780665332856973,36934.88,0.00209260484612292,0.0,0.0,4
1676,0,0,True,False,True,False,616,8,False,0.0,53736.27,195835.58,1915.17,993.09,11549.28,0.0,2019,164.92,261121.12999999998,0.0020134073687525437,0.0,0.0,4
40,52,52,False,False,False,True,637,8,True,11428.8,0.0,12000.0,0.0,0.0,702.86,0.0,2019,11.1622,24131.66,0.0008756240829720381,0.0,0.0,4
95,0,0,False,False,False,False,638,8,True,455.7,5462.07,12706.5,750.0,0.0,605.34,0.0,2019,11.482586231848506,19229.61,0.001717557100304488,0.0,0.0,4
75,0,0,False,False,False,False,639,8,False,687.67,0.0,18265.0,50.0,0.0,584.83,0.0,2019,26.74408859711801,19537.5,0.002292321574380163,0.0,0.0,4
93,0,0,False,False,False,False,645,8,False,4232.53,431.1,0.0,9636.0,0.0,643.22,0.0,2019,4.438417839704656,5306.85,0.0038284127547648836,0.0,0.0,4
518,26,0,False,False,False,True,706,6,True,33877.44,21549.92,5380.19,805.0,0.0,1864.48,0.0,2019,56.01811393598729,62672.030000000006,0.0027180369666337783,0.0,0.0,4
730,0,0,False,False,False,False,709,8,False,0.0,9361.32,32694.13,300.0,0.0,1276.66,0.0,2019,69.80897350244135,43332.11,0.005209634070486333,0.0,0.0,4
737,0,0,False,False,False,False,714,8,False,0.0,0.0,61263.33,0.0,0.0,1837.9,0.0,2019,55.7947565440038,63101.23,0.0032136058742069065,0.0,0.0,4
323,0,0,False,False,False,False,749,8,False,0.0,0.0,4248.0,300.0,0.0,142.44,0.0,2019,25.180157901631535,4390.44,0.020541040521370433,0.0,0.0,4
753,0,0,False,False,False,True,764,8,True,0.0,0.0,11342.41,0.0,0.0,340.27,0.0,2019,15.2,11682.68,0.009157497335355168,0.0,0.0,4
2273,0,0,False,False,False,False,775,8,True,0.0,41727.15,45315.12,12506.0,183.93,3284.16,0.0,2019,138.1643949480029,90326.43000000001,0.006204159320361039,0.0,0.0,4
221,0,0,False,False,False,False,790,8,True,0.0,3833.21,3996.97,45.0,0.0,237.16,0.0,2019,9.791898688508848,8067.34,0.005766326532860232,0.0,0.0,4
2375,26,26,True,True,False,True,795,8,True,111976.2,90486.56,46259.950000000004,7238.18,3868.13,12821.88,18454.21,2019,254.79365731271687,261544.59000000003,0.002974269873794381,0.0,0.0,4
142,0,0,False,False,False,False,796,8,True,0.0,0.0,21333.57,47.74,513.06,702.39,0.0,2019,32.0,22035.96,0.003059054299672484,0.0,0.0,4
445,0,0,False,False,False,False,797,8,False,0.0,0.0,38398.28,15.0,0.0,1571.9,1159.0,2019,24.367612903417886,39970.18,0.002605255940997285,0.0,0.0,4
1253,0,0,False,False,False,False,801,8,False,0.0,0.0,91174.0,1839.0,0.0,3725.85,0.0,2019,135.0746846492795,94899.85,0.004335078744943918,0.0,0.0,4
5037,52,52,False,False,False,True,809,6,True,363501.58,76367.22,21487.69,0.0,12432.36,21732.34,0.0,2019,348.4647917451645,483088.8300000001,0.002742448190475077,0.0,0.0,4
1303,52,0,True,False,True,False,810,8,False,1906.5,89939.61,43238.95,0.0,529.88,4981.95,0.0,2019,124.99000000000002,140067.01,0.0028812038338048417,0.0,0.0,4
936,52,0,True,False,True,False,812,8,True,9736.92,0.0,68295.83,111.74000000000001,513.57,2919.86,273.0,2019,42.13334248631036,80952.61,0.002453126961674117,0.0,0.0,4
550,0,0,False,False,False,False,818,8,False,0.0,0.0,15350.8,54.82,0.0,463.27,0.0,2019,39.648701095629384,15814.07,0.00933796345687091,0.0,0.0,4
0,0,0,True,False,True,False,833,8,False,0.0,21635.77,14297.76,50.0,0.0,1366.46,0.0,2019,61.8058421221865,37299.99,0.0,0.0,0.0,4
913,0,0,False,False,False,False,834,8,False,0.0,4473.13,39679.28,7956.23,686.51,2328.04,3760.4799999999996,2019,74.23,46480.45,0.005600861004812048,0.0,0.0,4
2062,52,0,False,False,False,False,837,8,False,23865.73,0.0,112010.03,451.81,748.26,5400.88,0.0,2019,176.99,141276.64,0.004276104771893714,0.0,0.0,4
305,0,0,False,False,False,False,845,8,True,0.0,0.0,8666.96,0.0,0.0,276.8,0.0,2019,4.198540732626815,8943.759999999998,0.00400109596977423,0.0,0.0,4
752,0,0,False,False,False,False,847,8,False,0.0,0.0,125436.79000000001,130.0,438.45,5756.74,0.0,2019,66.18310066095034,131193.53,0.001700474240859288,0.0,0.0,4
1322,0,0,False,False,False,False,866,8,False,0.0,0.0,50630.57,2691.0,0.0,1653.47,0.0,2019,147.75213403001078,52284.04,0.008453050634757084,0.0,0.0,4
272,0,0,False,False,False,False,871,8,False,0.0,0.0,11658.43,460.52,0.0,605.95,0.0,2019,12.214386102179349,12264.380000000001,0.0046997491264227234,0.0,0.0,4
2343,0,0,False,False,False,False,873,8,False,0.0,0.0,70757.02,950.21,96.37,2801.9,0.0,2019,185.67000000000004,73558.92,0.008966473488979079,0.0,0.0,4
1938,26,0,True,True,False,False,897,6,True,73965.49,12785.87,206836.95,1198.21,3337.9,13402.35,84.0,2019,72.36142685493733,306990.66,0.0012198467817610909,0.0,0.0,4
2490,0,0,True,False,True,False,905,8,False,0.0,0.0,58865.06,850.0,0.0,2471.48,0.0,2019,93.0931930749077,61336.54,0.007849452454077952,0.0,0.0,4
1302,0,0,False,False,False,False,907,8,False,0.0,0.0,17319.8,0.0,2015.74,854.3,0.0,2019,19.62339855900917,18174.1,0.00879507791257439,0.0,0.0,4
983,0,0,False,False,False,False,918,8,False,0.0,0.0,87514.95999999999,1008.4000000000001,0.0,3491.43,0.0,2019,61.65731239133024,91006.38999999998,0.002705186221097398,0.0,0.0,4
1086,0,0,False,False,False,False,922,8,False,0.0,0.0,119264.7,0.0,8092.08,6367.84,5755.5599999999995,2019,48.13000000000001,125632.54,0.0018197876072975174,0.0,0.0,4
1863,0,0,False,False,False,False,924,8,False,0.0,0.0,56295.66,1820.0,0.0,1945.91,0.0,2019,94.70954602834345,58241.57000000001,0.007212241014569146,0.0,0.0,4
745,13,13,True,True,False,False,929,8,False,11043.35,0.0,32701.54,0.0,0.0,1533.21,0.0,2019,53.69786622603311,45278.1,0.0044174175919322765,0.0,0.0,4
1145,0,0,False,False,False,False,955,8,True,0.0,0.0,23853.52,357.0,0.0,863.1,0.0,2019,50.276820820063044,24716.62,0.009707280221056625,0.0,0.0,4
365,0,0,False,False,False,False,973,8,True,0.0,0.0,8166.46,0.0,227.86,347.52,0.0,2019,8.10121114516919,8513.98,0.00638688038013776,0.0,0.0,4
160,0,0,False,False,False,False,974,8,False,1744.9,0.0,12758.14,84.03999999999999,237.78,486.08,0.0,2019,17.47,14989.119999999999,0.0035272017990167965,0.0,0.0,4
451,52,52,False,False,False,False,978,6,True,24120.99,0.0,0.0,2083.34,512.35,1335.83,0.0,2019,25.008086578565763,25456.82,0.004171808371696204,0.0,0.0,4
1218,0,0,False,False,False,False,985,8,False,0.0,0.0,112961.5,2429.0,212.56,4127.88,0.0,2019,65.66761512444921,117089.38,0.002415359388394903,0.0,0.0,4
519,52,52,False,False,False,False,100,7,True,0.0,0.0,30153.0,0.0,0.0,904.59,0.0,2019,28.45990697955089,31057.59,0.003913205584634902,0.0,0.0,4
7083,0,0,False,False,False,False,159,9,False,0.0,101958.72,58230.119999999995,568.37,0.0,5460.11,0.0,2019,721.9331253483386,165648.94999999998,0.013651124211175869,0.0,0.0,4
3453,0,0,True,False,True,False,173,9,False,0.0,5862.48,170143.03,4163.41,1637.07,6928.31,0.0,2019,317.52,182933.82,0.0057238708860371645,0.0,0.0,4
5962,52,52,True,True,False,False,204,9,True,19410.69,167055.79,314245.27,0.0,0.0,21306.26,0.0,2019,445.3130098528045,522018.01,0.003121355185458087,0.0,0.0,4
3952,52,52,True,True,False,False,218,7,False,67514.38,0.0,124673.13,2301.86,0.0,7918.02,240.0,2019,234.26633373228532,200105.53,0.004808441289088914,0.0,0.0,4
1210,52,0,True,True,False,False,230,9,False,18058.0,0.0,68059.29,5225.0,0.0,4205.95,1799.3000000000002,2019,137.3463158270811,90323.23999999999,0.004513377759624963,0.0,0.0,4
1225,0,0,False,False,False,False,277,9,False,0.0,0.0,185094.65,200.0,-648.67,8447.75,5454.62,2019,77.20924891627963,193542.4,0.0015890098379369435,0.0,0.0,4
3142,0,0,False,False,False,False,279,9,False,0.0,0.0,174487.75,1398.58,3406.29,6229.37,796.0,2019,281.14056938192215,180717.12,0.005200744920195962,0.0,0.0,4
3697,26,26,True,True,False,True,331,9,False,20586.96,0.0,130660.12,2555.73,571.99,5837.97,0.0,2019,442.758390639514,157085.05,0.008144665840594248,0.0,0.0,4
4417,52,0,False,False,False,False,369,9,False,25802.27,140559.8,250889.95,2836.92,1818.73,17809.74,0.0,2019,372.3299999999999,435061.76,0.002947656024887468,0.0,0.0,4
1200,0,0,True,True,False,False,416,9,False,0.0,4669.64,55829.14,0.0,0.0,2574.32,67.5,2019,63.282402387757536,63073.1,0.004369059157920809,0.0,0.0,4
5200,52,0,False,False,False,True,420,7,True,139160.94,0.0,26568.62,5851.07,0.0,5378.48,167.0,2019,342.9982353550328,171108.04,0.00780507711117811,0.0,0.0,4
708,0,0,False,False,False,False,508,9,False,0.0,0.0,74864.83,0.0,13.17,3743.9,0.0,2019,83.552342128141,78608.73,0.0030940345799032164,0.0,0.0,4
3973,0,0,True,False,True,False,512,9,False,0.0,0.0,228148.29,36462.04,0.0,11352.74,3670.08,2019,208.6493236810766,239501.03,0.003801547205674507,0.0,0.0,4
3874,52,52,False,False,False,True,516,9,False,28050.0,0.0,128334.97,113.29,495.72,4894.86,144.16,2019,310.85525259616537,161279.83,0.006804227976496537,0.0,0.0,4
2821,0,0,True,False,True,False,521,9,False,0.0,0.0,335095.8,22029.5,4123.68,17913.44,79.65,2019,125.15814085387639,353009.24,0.0016832360410288624,0.0,0.0,4
1410,0,0,False,False,False,False,522,9,False,0.0,29075.06,85867.41,1617.31,1469.14,5319.94,84.0,2019,76.16954080028582,120262.41,0.002725023942287072,0.0,0.0,4
6098,0,0,False,False,False,False,523,9,False,0.0,96441.83,207709.24,0.0,515.08,10792.76,856.49,2019,698.3605833571513,314943.83,0.0065524009552168595,0.0,0.0,4
2170,0,0,False,False,False,False,527,9,False,0.0,11290.62,113547.46,2316.0,364.22,6150.1,150.0,2019,153.2652081576754,130988.18000000001,0.004402704613090319,0.0,0.0,4
1135,0,0,False,False,False,False,543,9,False,0.0,0.0,44992.78,0.0,0.0,1661.4,0.0,2019,79.5769875669882,46654.18,0.006441709230191047,0.0,0.0,4
2562,52,52,True,True,False,False,547,9,False,48540.75,0.0,64584.43,2415.0,782.37,5816.13,0.0,2019,219.72789419435512,118941.31,0.00630811267501952,0.0,0.0,4
1689,51,51,True,True,False,False,552,9,False,24612.64,7964.22,100596.82,581.46,1434.17,6600.18,0.0,2019,122.80000000000001,139773.86,0.0032582773495955794,0.0,0.0,4
3065,52,52,True,True,False,False,567,9,False,81364.44,30333.72,107604.46,2648.7200000000003,681.64,10524.97,0.0,2019,359.29341894128856,229827.59,0.00456601892956153,0.0,0.0,4
4153,0,0,True,True,False,False,629,9,False,0.0,19644.63,141216.38,1178.51,2850.4,7851.6,3864.35,2019,239.09,168712.61000000002,0.0059062813018256125,0.0,0.0,4
3565,0,0,True,False,True,False,630,9,False,0.0,12263.77,212943.64,495.48,4687.59,11274.25,2804.11,2019,168.81999999999996,236481.66,0.0032805317834188876,0.0,0.0,4
1261,0,0,False,False,False,False,771,9,False,0.0,0.0,68368.55,0.0,0.0,2578.76,0.0,2019,150.21598015362628,70947.31,0.0061345071586946555,0.0,0.0,4
601,0,0,True,True,False,False,830,9,True,0.0,14657.85,13493.53,0.0,155.87,1138.71,0.0,2019,16.12858136239133,29290.09,0.0033613568024507346,0.0,0.0,4
804,0,0,False,False,False,False,936,9,False,0.0,0.0,69866.19,22.68,0.0,2995.21,0.0,2019,40.44377200785995,72861.40000000001,0.002474892498808364,0.0,0.0,4
791,0,0,False,False,False,False,952,9,False,0.0,30582.08,37561.7,0.0,328.89,2811.99,1518.3,2019,54.32,70955.77,0.002921328563582519,0.0,0.0,4
699,52,24,False,False,False,False,982,9,True,0.0,30704.0,104750.04,0.0,0.0,4063.62,0.0,2019,106.72298014171727,139517.65999999997,0.0019576649993919702,0.0,0.0,4
3159,1,1,False,False,False,False,987,9,False,7649.59,0.0,96623.95,235.0,1.78,3748.41,0.0,2019,399.24791654162203,108021.95,0.010396427499929155,0.0,0.0,4
508,52,52,False,False,False,False,998,9,False,158259.76,0.0,45170.61,0.0,12991.96,10613.12,0.0,2019,43.685214957723,214043.49,0.0006959804990125177,0.0,0.0,4
228656,52,52,True,False,True,True,1,1,True,6111851.899999999,3808229.72,226416.01,124871.93,18665.08,373675.72,435756.04,2020,36876.869999999995,10520173.35,0.008728616865757882,5798.0,8499.58999999999,1
239515,52,52,True,False,True,False,6,2,False,11730248.03,6113154.25,340727.06,368262.5,335409.2,632015.99,3436612.88,2020,41369.719999999994,18816145.33,0.005290259679317614,2434.0,162.75,1
15286,26,52,True,True,False,False,8,5,True,544910.3099999999,345942.76,65138.71000000001,3421.45,973.4,30462.44,161882.22,2020,1849.95,986454.2199999999,0.005390759884135473,49.0,-225.68000000000006,2
40968,52,0,True,True,False,True,12,4,True,1411003.92,1600403.35,51224.56,94052.06,14075.0,134004.49,511071.68999999994,2020,5177.229999999999,3196636.3200000003,0.004555938798017501,434.0,351.8999999999987,1
55353,52,52,True,False,True,False,14,3,False,1931166.46,10455.93,494775.76,98419.98,42164.47,91598.9,102438.22,2020,12206.42,2527997.05,0.010282250344512222,692.0,1098.130000000001,1
168187,26,52,False,False,False,True,18,2,False,5111990.05,3951178.5,17221.64,313237.22,146728.28,346192.04,2290745.28,2020,18591.030000000002,9426582.23,0.005931898039217713,0.0,-1350.0899999999965,4
862398,26,52,True,True,False,False,20,1,True,23607097.02,33465375.93,8108977.48,1039323.49,675316.55,2492733.6,8922940.979999999,2020,103854.72,67674184.03,0.004422256835327252,1541.0,4070.1699999999837,1
35580,52,52,True,True,False,False,21,4,False,2568243.8400000003,863878.72,202427.08,71306.56,2625.75,120161.29,353045.89,2020,5095.16,3754710.9300000006,0.0035859594824881836,650.0,10.679999999999382,1
30676,52,52,False,False,False,True,34,4,False,1093143.34,895374.88,0.0,15831.84,206.79,63665.5,351893.51,2020,4254.33,2052183.7200000002,0.005566711493214554,347.0,-209.48999999999978,2
50607,26,26,True,False,True,True,36,3,True,1548964.03,4788943.84,179526.92,21935.42,158371.49,334887.09,586758.02,2020,4378.09,6852321.88,0.002172250389425358,0.0,-1208.71,4
2301,26,0,True,True,False,False,39,7,True,73855.84,0.0,52186.229999999996,1833.67,2227.34,4871.56,2125.68,2020,278.90708471167216,130913.62999999999,0.006119320742395211,0.0,-35.48291528832783,4
9630,26,52,True,True,False,True,41,5,False,376416.86,178714.07,0.0,12488.050000000001,937.14,17488.15,142187.36,2020,1560.5800000000002,572619.08,0.006770026163940276,0.0,567.3600000000001,3
186466,42,52,True,False,True,False,50,1,False,6665180.850000001,4591257.15,137918.97999999998,217068.83000000002,234068.13,389395.47,2017716.84,2020,23188.600000000002,11783752.450000001,0.005580247755714421,2227.0,1482.010000000002,1
205175,52,52,True,False,True,False,53,2,False,6326244.399999999,4188910.1799999997,97731.76,180455.44,128733.44,372822.4,2925233.89,2020,33206.55000000001,10985708.739999998,0.007513564499463714,2725.0,-1753.6563999999998,2
34485,52,52,True,False,True,False,55,3,False,872629.98,528552.92,43782.75,1774.02,0.0,44307.09,64044.21,2020,3576.8699999999994,1489272.74,0.007457486109299493,0.0,90.69999999999936,3
14029,52,52,True,False,True,False,56,5,False,678298.7100000001,83810.19,12368.57,5083.49,335.97,24398.7,2794.04,2020,2676.2700000000004,798876.17,0.007670061636068453,161.0,-191.01000000000022,2
3153,35,0,True,True,False,False,59,7,True,124703.14,0.0,36598.43,16218.09,347.45,6399.29,0.0,2020,239.48070840653946,167700.86000000002,0.00518157707635579,21.0,40.23318142396093,1
10125,52,52,True,False,True,False,67,5,False,186949.99,0.0,0.0,24765.81,0.0,6846.79,0.0,2020,1321.6502663569977,193796.78,0.018875968026516796,0.0,-25.52312955225557,4
80356,52,52,True,True,False,False,87,4,False,3374313.7399999998,1473723.22,36359.79,60901.369999999995,8710.94,156312.59,686591.92,2020,9721.472600000001,5040709.34,0.005544769891884952,727.0,-1088.9273999999987,2
36721,52,52,True,False,True,True,88,4,False,1865170.5699999998,1004764.7300000001,321792.76999999996,72210.59,0.0,100954.99,458413.27999999997,2020,5259.78,3292683.06,0.00422076439313943,1419.0,351.97919999999885,1
50202,52,52,True,False,True,True,89,4,False,1782720.71,2059842.94,1140532.46,31077.17,5242.56,160853.79,409225.55,2020,5548.78,5143949.899999999,0.003244610226276129,468.0,259.59000000000015,1
384556,52,52,True,False,True,True,97,1,True,11710753.17,14000443.2,2733989.6900000004,1210422.31,567512.18,1066343.66,4915762.76,2020,57594.14,29511529.72,0.005042863619836311,3802.0,4039.519999999997,1
533,52,52,False,False,False,False,100,9,True,0.0,0.0,30666.0,0.0,0.0,919.98,0.0,2020,35.870600930990655,31585.98,0.004377625188937603,14.0,7.4106939514397645,1
35096,26,26,True,False,True,True,103,3,True,1027605.72,885946.93,0.0,3103.68,0.0,58654.81,318215.1499999999,2020,4188.040000000001,1972207.46,0.0061472605925335785,0.0,30.450000000001637,3
48698,26,26,True,False,True,True,123,3,False,633276.27,1952049.71,302864.02,67022.31999999999,134.27,91683.88,176619.0,2020,6909.68,2979873.88,0.006155830409439977,0.0,249.39000000000033,3
1494,26,0,True,True,False,False,128,7,True,67157.11,0.0,46105.009999999995,221.53,0.0,4068.7,305.25,2020,130.7243427248951,117330.81999999999,0.003766529960315985,0.0,6.4235856322774225,3
22617,26,26,True,False,True,True,143,4,False,511404.74,357633.9,52144.6,34919.81,3521.28,33612.24,384202.12,2020,3029.9,954795.48,0.008670043813946338,0.0,161.51000000000022,3
3194,26,26,True,False,True,False,152,7,True,116534.68,0.0,45434.66,13468.85,0.0,6055.56,0.0,2020,346.0547741804485,168024.9,0.006257001122312822,137.0,-69.9652258195515,2
3876,26,26,True,True,False,False,157,5,True,111555.47,0.0,33171.63,1103.25,0.0,4396.98,140.0,2020,376.2025606680776,149124.08000000002,0.008097575024651001,312.0,-15.262050929358907,2
6883,0,0,False,False,False,False,159,9,False,0.0,224379.91,63526.100000000006,429.37,0.0,9263.76,0.0,2020,778.1733553684041,297169.77,0.007787937093610783,-200.0,56.240230020065496,3
8511,52,52,True,False,True,False,162,7,False,479698.05,0.0,32466.809999999998,2772.35,35.08,15609.41,25872.33,2020,1228.5500000000002,527774.27,0.006126867659621484,1437.0,410.97000000000025,1
