Total Households Serviced,Single Family Dwellings,Multi-Family Dwellings,User Pay Waste Collection (Pay-As-You-Throw),Full User Pay,Partial User Pay,Bag Limit Program for Garbage Collection,Program Code,Municipal Group,Single Stream,Residential Collection Costs,Residential Processing Costs,Residential Depot/Transfer Costs,Residential Promotion & Education Costs,Interest on Municipal  Capital,Administration Costs,Total Gross Revenue,Year,TOTAL Reported and/or Calculated Marketed Tonnes,operation cost,Program efficiency,change of Households Serviced,change of Marketed Tonnes,Quadrant
5220,52,52,True,False,True,False,166,7,False,343189.01,127373.25,12233.86,7116.65,0.0,15084.39,66467.06,2020,836.5868,497880.51,0.004197257653253692,70.0,24.19620000000009,1
232615,52,52,False,False,False,True,172,1,False,9933620.76,5457312.7700000005,127894.26,283972.81,147806.6,519870.88,2082958.0499999998,2020,31467.38000000001,16038698.670000002,0.005334331760846911,2783.0,-1681.4299999999967,2
3453,0,0,True,False,True,False,173,9,False,0.0,41013.37,167286.84,3506.56,1637.07,7636.93,0.0,2020,338.94,215937.13999999998,0.005009938062100039,0.0,21.420000000000016,3
42744,52,52,False,False,False,True,179,3,False,2187067.0500000003,487600.2,194705.4,72701.22,427.93,91085.02,2380.28,2020,5253.110000000001,2960457.6700000004,0.005061590104247319,798.0,490.9900000000007,1
73743,52,52,True,False,True,False,183,4,True,4876652.29,1872261.3099999998,331615.04,84402.47,2284.61,228098.07,335329.55999999994,2020,11270.430000000002,7308626.71,0.0039445263631208444,-95.0,1849.5499999999993,3
72080,52,52,True,True,False,False,186,4,True,5007742.22,2728869.04,0.0,41572.36,226114.04,400214.88,1707314.1,2020,10964.179999999998,8136826.14,0.003454939373494576,0.0,255.5400000000027,3
1916,0,0,True,False,True,False,188,8,False,0.0,124664.75,7891.0,0.0,310.73,5929.86,8321.23,2020,176.84999999999997,138485.61,0.0042033507959912935,2.0,25.029999999999973,1
34688,26,26,True,True,False,True,190,4,False,1343294.53,617278.51,202014.91,29370.629999999997,29908.4,109530.17,324577.79000000004,2020,3314.379999999999,2272118.12,0.00471910754706704,232.0,265.1899999999996,1
3116,26,26,False,False,False,True,192,7,False,85943.85,34449.04,40033.81,757.4,0.0,5734.8,18483.46,2020,233.99,166161.5,0.005138862164698411,122.0,57.06,1
5989,52,52,True,True,False,False,204,9,True,20660.69,170755.95,302444.08,0.0,0.0,20864.7,0.0,2020,613.3400000000001,514725.42000000004,0.0037235070830421825,27.0,168.02699014719565,1
7749,52,52,True,True,False,True,205,7,False,246291.67,148217.69,44177.09,4919.55,5516.57,19491.77,0.0,2020,524.5757088363338,458178.22,0.00440040326085739,46.0,-45.26297211519659,2
5484,26,0,True,False,True,True,212,7,True,232062.62,28187.27,0.0,3883.08,0.0,8001.65,699.0,2020,475.1690984419446,268251.54,0.006017700843189265,54.0,69.00254974888372,1
22406,52,52,False,False,False,True,214,5,True,954314.0299999999,990549.87,26150.59,13747.2,561.24,62047.09,758449.07,2020,3243.79,2033061.58,0.004193319925994968,1934.0,492.1900000000005,1
6220,52,52,True,True,False,True,216,7,False,342488.83,0.0,0.0,8609.22,0.0,10705.13,475.0,2020,929.2004782208767,353193.96,0.0068067004195454745,48.0,194.83454069557,1
3970,52,52,True,True,False,False,218,9,False,72304.34,0.0,139711.38,2594.88,0.0,8478.33,90.0,2020,260.497671593631,220494.05,0.004612116848827382,18.0,26.231337861345708,1
3185,52,52,True,False,True,True,223,5,False,127950.54999999999,57929.99,58826.75,2406.59,1925.54,8120.81,239.17,2020,302.15999999999997,252828.09999999998,0.003880144177314618,-3.0,28.159999999999968,3
1564,26,26,True,True,False,False,224,5,False,72111.65,0.0,12319.43,3387.27,0.0,2702.3,255.0,2020,175.72469366475892,87133.37999999999,0.006016587134319954,-385.0,-21.103410848757818,4
6279,52,52,True,False,True,False,229,7,False,309380.18,125616.77,0.0,4235.76,0.0,13261.7,63559.89000000001,2020,854.6700000000001,448258.65,0.0051679201254096726,203.0,26.21000000000015,1
1210,52,0,True,True,False,False,230,9,False,18057.31,0.0,100616.26,5211.59,0.0,5833.11,2538.0,2020,133.83789165377343,124506.68,0.0032321356222898483,0.0,-3.5084241733076738,4
1926,0,0,False,False,False,False,232,8,False,0.0,0.0,138162.82,500.0,0.0,5776.39,0.0,2020,92.94177334180289,143939.21000000002,0.0029393716690531155,93.0,-7.001261438475808,2
18354,26,52,True,False,True,False,233,5,False,493110.41000000003,264667.0,0.0,10559.2,289.85,23410.46,177381.26,2020,2307.98,781187.87,0.008331551690821806,363.0,177.2199999999998,1
7278,26,26,True,True,False,True,236,7,False,416081.43,165517.04,77750.74,2559.74,539.21,21490.44,123459.02,2020,1136.29,680839.6499999999,0.004223823655945295,157.0,73.06999999999994,1
399,52,52,True,True,False,True,238,7,False,21912.86,0.0,947.85,0.0,0.0,695.23,0.0,2020,46.657726140452525,23555.94,0.005792256601972115,2.0,-13.28712582453496,2
19545,26,26,True,True,False,True,239,7,False,985647.9,726556.59,36206.25,45691.54,31261.58,71555.24,294548.64,2020,3041.5400000000004,1819965.98,0.004236442669564531,-70.0,116.29000000000042,3
3343,0,0,False,False,False,False,245,8,False,421.46,65078.17,612195.8400000001,9669.02,1703.47,31999.34,0.0,2020,224.32999999999998,709694.81,0.0012202258952761713,-3.0,-13.420000000000044,4
10910,52,52,False,False,False,True,249,7,True,570367.95,190969.85,0.0,2500.0,13565.14,34496.4,0.0,2020,1163.081916211043,795834.2,0.004476049992379177,48.0,128.9517467330502,1
446067,0,0,True,False,True,True,270,1,True,18234460.22,15468721.23,972787.34,798101.4099999999,1517633.86,1396933.58,185109.55,2020,76782.87,36072902.370000005,0.005130398877551914,-6084.0,2740.909999999989,3
4658,52,52,True,False,True,True,271,7,False,200803.05000000002,643501.59,0.0,24646.38,18563.6,41044.37,186887.22999999998,2020,841.8999999999999,885349.01,0.002236739930394764,0.0,82.596,3
2493,52,52,True,True,False,True,272,5,False,100805.66,0.0,0.0,3127.2,0.0,3180.53,0.0,2020,341.82932719960894,103986.19,0.008877488802599181,0.0,30.039211003348328,3
6185,26,26,False,False,False,True,275,7,True,301535.19,150738.65,0.0,3549.12,0.0,13892.16,81956.40999999999,2020,692.28,466165.99999999994,0.004438846731613787,0.0,1.8099999999999454,3
1408,0,0,False,False,False,False,277,9,True,0.0,16640.01,181185.98,771.63,-648.67,9564.65,0.0,2020,97.35,207390.64,0.0017851723580010277,183.0,20.14075108372036,1
2866,0,0,False,False,False,False,279,9,False,0.0,0.0,171634.95,1308.11,3406.29,6082.15,106.0,2020,318.3136246598316,177717.1,0.00537448047204829,-276.0,37.17305527790944,3
1450,52,52,True,True,False,False,282,7,False,16896.76,0.0,45519.26,467.0,0.0,2806.22,0.0,2020,125.62564520141214,65222.240000000005,0.006543761218433048,2.0,14.99127908412332,1
1344,52,52,True,False,True,False,287,7,True,41167.37,0.0,68271.72,0.0,1008.23,4699.02,102.0,2020,152.73047186443503,114138.11,0.003969463421443434,0.0,-6.342092369534953,4
2735,26,26,True,False,True,False,290,7,True,102730.38,126606.62,0.0,2775.5,391.07,9093.05,19503.5,2020,320.95069482223556,238430.05,0.003929495860362158,0.0,46.07307840092966,3
35319,52,52,False,False,False,True,293,3,False,1807502.63,1138922.56,101225.28,100880.48999999999,2294.68,97116.12,686860.16,2020,6226.56,3144766.59,0.00471563162031027,97.0,-1054.7000000000007,2
7287,52,52,True,False,True,False,294,7,False,632688.12,0.0,0.0,4026.3,0.0,19564.48,746.0,2020,1096.2002031679945,652252.6,0.004333147822132199,244.0,57.06873201162921,1
10606,52,52,True,False,True,False,296,7,False,593684.7,246179.38,14184.28,18305.55,0.0,26820.41,122809.44,2020,801.5000000000001,880868.77,0.0033099113473895334,49.0,1.6700000000000728,1
5676,26,52,True,False,True,False,301,7,True,205143.34,242290.35,8248.01,12870.560000000001,3717.65,18767.69,37594.66,2020,622.008886639346,474449.39,0.003960313767479722,74.0,51.704755613726775,1
4895,52,52,False,False,False,True,321,7,False,245134.65,181331.51,0.0,1424.64,5039.53,20536.22,20867.23,2020,735.59,447002.38,0.00424506574656533,87.0,368.4600000000001,1
56270,52,52,True,False,True,False,324,4,False,2520824.85,2201759.79,0.0,65348.920000000006,42800.81,198164.94,692318.7,2020,7352.21,4920749.580000001,0.004133482898111853,237.0,-24.220000000000255,2
3535,52,52,True,False,True,False,325,7,False,259461.72,40715.51,0.0,11363.55,0.0,9573.49,420.0,2020,385.24560579854733,309750.72,0.003767482393386411,-135.0,50.77412599623699,3
3718,26,26,True,True,False,True,331,9,False,19913.13,0.0,146906.41,2203.1099999999997,571.99,6324.94,0.0,2020,375.1649646506753,173144.48,0.006821143395901254,21.0,-67.5934259888387,2
143484,28,28,True,False,True,True,335,2,True,6751408.12,5105759.89,2328936.87,87626.91,4800.82,438345.33,2164273.07,2020,26354.269999999993,14624450.209999999,0.004204822668807641,1961.0,664.4399999999878,1
1801,26,0,False,False,False,True,346,7,False,140583.4,35189.68,138.01,2686.87,0.0,5411.68,17890.460000000003,2020,227.74,181322.77,0.0035320282586664793,29.0,3.859999999999985,1
202483,52,52,True,False,True,False,357,2,False,9346663.65,4968495.02,340132.38,250002.55,169605.53,577028.19,3863038.7800000003,2020,35944.74999999999,15232319.24,0.005600747374316607,4079.0,1032.7199999999866,1
2581,52,52,True,False,True,False,358,7,False,196455.07,48434.44,0.0,0.0,0.0,7358.79,25760.270000000004,2020,329.13,252248.30000000002,0.0036538396907968194,0.0,-65.57999999999993,4
10165,52,52,True,False,True,False,361,7,False,980696.31,0.0,34732.12,6598.13,0.0,31487.4,9561.06,2020,1661.2809709614248,1046915.8300000001,0.003925215183281959,320.0,131.36358384102505,1
4485,26,0,False,False,False,False,369,9,False,23992.11,155703.8,246740.98,2478.26,1818.73,17984.37,0.0,2020,421.8299999999999,444421.26,0.0030949606298081365,68.0,49.5,1
2283,0,0,False,False,False,False,372,8,False,0.0,73064.23,42069.07,0.0,0.0,4295.38,0.0,2020,146.79999999999998,119428.68,0.004847383177145137,489.0,22.20999999999998,1
1952,0,0,False,False,False,False,375,8,False,0.0,0.0,237678.58,0.0,8283.35,10550.48,0.0,2020,165.68000000000004,248229.06,0.002290985428471694,20.0,3.0600000000000307,1
5158,52,52,True,False,True,False,376,7,True,259839.55,130978.78,360.0,1100.0,0.0,11797.55,240.0,2020,730.1929708766542,402975.87999999995,0.004815933046571757,40.0,90.00708805966246,1
1858,26,26,True,False,True,False,382,7,False,75125.09,33189.59,0.0,5277.76,0.0,3513.33,17625.36,2020,221.70000000000002,111828.01,0.005739249496150828,12.0,56.51000000000002,1
7409,52,0,True,True,False,False,389,7,False,534372.44,0.0,72896.8,9965.86,0.0,20174.31,612.0,2020,843.7844249084334,627443.55,0.0039849317765439365,39.0,-24.214585172548027,2
7013,26,26,False,False,False,True,394,6,False,112524.74,213215.16999999998,75591.36,3037.5699999999997,0.0,19789.0,18641.16,2020,519.76,421120.26999999996,0.004533641762977541,0.0,-74.45999999999992,4
5078,0,0,False,False,False,False,404,8,False,0.0,0.0,326973.01,1800.8200000000002,10411.17,13018.44,10126.56,2020,637.9100000000001,339991.45,0.005293684544565302,28.0,178.8395500952721,1
1657,0,0,False,False,False,False,413,8,True,0.0,0.0,67943.16,48.0,578.81,2745.61,44.0,2020,82.92,70688.77,0.005243731862672687,24.0,6.1200000000000045,1
3650,26,26,False,False,False,True,414,6,True,209035.88999999998,0.0,0.0,11191.0,2061.0,7173.92,12694.75,2020,191.23356743937205,216209.81,0.003864142204284784,0.0,25.65890069497499,3
1200,0,0,True,True,False,False,416,9,False,0.0,11457.82,71585.86,1074.3899999999999,0.0,3375.4,0.0,2020,67.15792654375437,86419.07999999999,0.0032849565080845036,0.0,3.8755241559968354,3
5295,52,0,False,False,False,True,420,9,True,117504.01,128666.64,107569.37,6698.7,0.0,11900.83,144.32,2020,398.26210274242214,365640.85000000003,0.003971574956903044,95.0,55.263867387389325,1
5642,52,52,False,False,False,False,426,6,False,156031.01,0.0,22421.27,2500.0,0.0,5478.57,0.0,2020,501.9116466693939,183930.85,0.009149041546651469,0.0,38.446464139919215,3
3034,52,52,True,False,True,False,427,5,False,164020.43,66239.17,0.0,817.62,0.0,6948.67,34068.35,2020,437.07000000000005,237208.27,0.004854600106572978,2.0,-0.7399999999998954,2
48603,26,26,True,False,True,True,429,4,False,730260.27,420683.91,306647.6,29956.699999999997,705.98,48602.96,266727.62,2020,4010.8068,1506194.7399999998,0.009269712891390237,238.0,-169.6576000000009,2
17740,52,52,False,False,False,True,430,6,True,763510.14,690464.64,229105.62,24524.7,22367.31,68407.63,40.0,2020,2802.797971361531,1751488.0299999998,0.0040259236218489584,0.0,342.17836531642524,3
3307,52,52,True,True,False,True,434,7,True,129752.58,0.0,0.0,5210.62,0.0,4153.11,0.0,2020,280.524733594329,133905.69,0.007192893748333265,41.0,27.048403659130997,1
3639,52,0,False,False,False,False,437,7,True,235460.88,4234.03,0.0,2181.27,0.0,7299.91,0.0,2020,361.91078539818915,246994.82,0.004646264670866791,37.0,56.544436945324776,1
416843,52,52,False,False,False,True,441,2,False,13897825.52,7748940.57,6407.59,174752.23,13327.43,752472.78,6993295.83,2020,60398.659999999996,22405646.46,0.007081779971285464,2184.0,5167.119999999995,1
69,52,52,False,False,False,False,443,6,True,15367.55,0.0,0.0,0.0,0.0,461.03,0.0,2020,15.06,15828.58,0.002036549993846099,0.0,-3.552713678800501e-15,4
5936,26,0,False,False,False,False,502,7,True,221997.0,251997.05,0.0,5325.13,0.0,14486.08,41271.96,2020,558.0812340973678,488480.13,0.0037260506420069583,-29.0,60.3357768067421,3
3267,52,0,False,False,False,False,503,7,False,153203.42,62748.98,0.0,2855.92,0.0,6621.37,32661.7,2020,419.22,222573.77000000002,0.005258012110090754,23.0,28.001425967607588,1
711,0,0,False,False,False,False,508,9,False,0.0,0.0,93498.93,0.0,13.17,4675.61,0.0,2020,48.291485223038684,98174.54,0.0018874315334776555,3.0,-35.26085690510232,2
5982,52,52,True,False,True,False,510,7,False,288870.95,112432.67,0.0,1419.55,0.0,12123.89,49771.329999999994,2020,530.77,413427.51,0.004309997482643178,1152.0,23.471072781945907,1
4018,0,0,True,False,True,False,512,9,False,0.0,0.0,236069.43,35331.79,0.0,11642.13,6960.49,2020,245.73300839515295,247711.56,0.004011348926203102,45.0,37.083684714076355,1
3894,52,52,False,False,False,True,516,9,False,33901.12,0.0,114509.91,79.39,470.0,4814.18,48.06,2020,446.9547719977193,153225.21,0.008609928354444697,20.0,136.09951940155395,1
2701,0,0,True,False,True,False,521,9,False,0.0,0.0,347662.75999999995,10722.25,4123.68,17967.1,26.55,2020,134.01169581149534,365629.8599999999,0.0016454776484174359,-120.0,8.853554957618954,3
1414,0,0,False,False,False,True,522,9,False,0.0,29216.69,91597.9,2000.64,1469.14,5629.88,36.0,2020,75.63956944058462,126444.47,0.002586422015835432,4.0,-0.529971359701193,2
6098,0,0,True,False,True,False,523,9,False,0.0,134919.26,209474.90999999997,5282.67,515.08,13265.93,165.92,2020,625.0692728311548,357660.1,0.005458675673967515,0.0,-73.29131052599655,4
4478,52,52,True,False,True,False,524,5,False,252252.97,81166.15,7224.63,8356.21,0.0,10695.56,30004.35,2020,516.2591798893394,351339.31,0.004327620746853742,142.0,33.35655032294983,1
2170,0,0,False,False,False,False,527,9,False,0.0,7989.99,117710.62,2992.33,364.22,6293.06,0.0,2020,154.99854785641855,131993.67,0.00439380296215507,0.0,1.7333396987431513,3
15019,52,52,False,False,False,True,531,7,True,543010.3,0.0,48163.53,16142.38,424.04,19120.56,4289.12,2020,1846.9199999999996,610294.3900000001,0.008629888268887756,500.0,-137.65000000000055,2
150,0,0,False,False,False,False,537,8,True,0.0,4663.92,4237.92,61.14,0.0,270.11,0.0,2020,11.85004110738747,9171.95,0.004596675853484021,-13.0,2.0581424188786226,3
1134,0,0,False,False,False,False,543,9,False,0.0,0.0,82937.58,0.0,0.0,3270.42,0.0,2020,79.41111966315053,86208.0,0.0034809646848010132,-1.0,-0.1658679038376647,4
219,0,0,True,False,True,False,545,8,False,0.0,0.0,7729.99,90.0,0.0,391.0,0.0,2020,15.781417521151385,8120.99,0.007239125181371551,0.0,0.9808666934748338,3
2562,52,52,True,True,False,False,547,9,False,44486.88,23901.62,97045.54,2442.5,782.37,7954.91,0.0,2020,220.2359384573456,173388.94999999998,0.0043322373345850975,0.0,0.5080442629904951,3
3684,0,0,False,False,False,False,550,7,False,0.0,6642.13,438834.47,1334.58,0.0,18258.4,799.83,2020,299.51,463735.0,0.0022651428679251492,0.0,57.49999999999997,3
1490,26,26,True,False,True,False,551,7,False,174390.9,0.0,16714.74,1538.35,43.72,6146.57,0.0,2020,168.57265257450146,197252.21,0.002540766864084987,0.0,15.185125814944456,3
1689,52,52,True,True,False,False,552,9,False,28551.88,11800.89,108396.34,0.0,1422.39,7272.56,0.0,2020,135.2,156021.66999999998,0.0030627972498907243,0.0,12.399999999999977,3
5370,26,26,True,False,True,True,555,7,True,309860.66,105268.44,127144.81999999999,17984.449999999997,2390.61,19099.57,331.81,2020,681.1980488222207,561373.4899999999,0.003406998486346727,0.0,163.53065664590952,3
3249,52,52,True,False,True,False,556,7,False,245315.41,69355.04,6462.91,2434.6400000000003,0.0,9861.66,417.72,2020,419.3546717514765,330995.01999999996,0.0035265020352688217,10.0,-10.219521013796793,2
2862,52,52,False,False,False,True,558,7,True,512042.56,0.0,38040.27,237.6,0.0,16514.36,0.0,2020,420.7794699722357,566597.19,0.0019368129020586827,0.0,30.427894340831244,3
460,26,0,True,False,True,False,562,6,False,39554.75,0.0,5119.34,656.04,0.0,1373.02,0.0,2020,87.0498123950294,46047.10999999999,0.0043457071571903405,0.0,5.576886498876007,3
3845,52,52,True,False,True,False,565,5,False,246478.85,76525.64,17791.02,7302.75,793.43,11178.32,560.0,2020,489.7974968761754,351973.83,0.0038989357517453774,23.0,-4.413339940544915,2
3065,52,52,True,True,False,False,567,9,False,71121.92,29039.42,105708.8,2208.76,681.64,9857.24,0.0,2020,384.31575355473507,215727.38,0.0050309970647715065,0.0,25.022334613446503,3
4433,52,52,True,False,True,False,600,7,True,194047.8,113830.92,0.0,9440.59,0.0,9708.39,0.0,2020,704.7600000000001,317587.11,0.005565531201257505,211.0,-50.169999999999845,2
38435,52,52,True,False,True,False,601,4,False,1732287.09,480288.33,698389.69,49280.0,10965.91,98754.79,226301.41999999998,2020,5313.41,3009719.9,0.004748145592768913,179.0,-237.86000000000058,2
1891,52,52,True,False,True,False,603,6,True,79085.65,0.0,0.0,5613.88,0.0,2653.26,0.0,2020,104.05602741882994,81738.90999999999,0.005426884057705144,6.0,6.813315551077338,1
5624,26,0,True,True,False,False,604,7,True,119596.26,33371.31,53063.63,6461.87,1621.27,7646.37,440.0,2020,546.2846059247851,213677.57,0.00820300924673961,0.0,30.984176309149348,3
136,0,0,True,False,True,False,605,8,True,0.0,4582.37,4381.55,61.14,0.0,271.97,0.0,2020,11.64401978742645,9235.89,0.004308659453172608,0.0,-0.09921410735358904,4
328,0,0,True,False,True,False,607,8,True,0.0,6873.55,6572.33,61.14,0.0,406.43,0.0,2020,17.473660100397495,13852.310000000001,0.005465207574535303,2.0,-0.14471300748785154,2
1166,0,0,True,False,True,False,610,8,False,0.0,0.0,37469.729999999996,716.99,92.82,1516.06,0.0,2020,75.1963688383937,38985.78999999999,0.007595237713399258,1166.0,-0.4751605113740567,2
302,0,0,True,False,True,False,611,8,False,0.0,8054.0,14382.05,400.0,0.0,980.72,0.0,2020,13.40899076824702,23416.77,0.0027175311257119574,0.0,-6.371674564609952,4
3309,26,26,True,False,True,False,612,7,True,167622.11,106665.91,34426.56,3916.95,8505.52,13923.53,6380.83,2020,465.08168418311243,322638.11000000004,0.0038450087893431737,75.0,-0.38573009258692537,2
1054,26,26,False,False,False,True,613,5,False,91112.5,23887.98,0.0,0.0,0.0,3450.01,0.0,2020,152.25244216441206,118450.48999999999,0.0033819375018482667,2.0,20.803630356623614,1
1676,0,0,True,False,True,False,616,8,False,0.0,55267.52,155885.7,1397.44,1318.27,9588.1,0.0,2020,180.31,220741.32,0.002490366574217956,0.0,15.390000000000015,3
295,52,52,False,False,False,True,618,6,False,17120.82,0.0,0.0,0.0,0.0,513.62,0.0,2020,19.8049837724141,17634.44,0.004334475781243308,0.0,2.193655195959341,3
2396,52,0,True,False,True,False,620,6,False,115881.0,0.0,6800.0,882.31,0.0,3724.55,0.0,2020,210.5898077037784,126405.55,0.005619477520331228,0.0,-25.17929742305259,4
1629,52,0,False,False,False,False,622,6,False,91287.89,0.0,11639.48,150.0,0.0,3328.11,192.0,2020,107.73250716393926,106255.48,0.00394259882453419,0.0,-14.865680093414554,4
2532,52,52,False,False,False,True,623,6,False,79403.99,0.0,0.0,0.0,0.0,2382.12,0.0,2020,250.89499187949434,81786.11,0.009745369149130184,4.0,20.80496469716732,1
297,52,0,True,False,True,False,626,6,False,14936.52,0.0,3048.42,100.0,0.0,544.55,0.0,2020,23.941522726196077,18529.49,0.004550830320982711,1.0,2.4309228810132772,1
2313,0,0,False,False,False,False,627,6,False,31244.18,0.0,43770.0,0.0,0.0,2250.43,0.0,2020,160.83836755587546,77264.60999999999,0.007894089171198946,0.0,-5.8469386368124106,4
4166,0,0,True,True,False,False,629,9,False,0.0,57668.02,129495.11,231.45,2850.4,8358.89,20431.0,2020,194.76,195522.02000000002,0.004606953622763045,13.0,-44.33000000000001,2
3584,0,0,True,False,True,False,630,9,False,0.0,10337.44,263226.25,629.89,0.0,13502.93,4655.1900000000005,2020,127.4853496890368,287066.62,0.002354677556916909,19.0,-41.33465031096317,2
4817,26,26,False,False,False,True,634,6,True,302232.94999999995,101724.84,198363.85,9261.81,10216.92,20442.71,0.0,2020,740.6542756791191,622764.3499999999,0.0030329995563325436,298.0,113.0217478714244,1
548,52,52,True,False,True,False,635,7,False,36708.86,0.0,0.0,601.5,0.0,1131.34,0.0,2020,57.510000000000005,37840.2,0.0046914656396122,0.0,-0.5900000000000105,4
2195,52,52,False,False,False,False,636,6,False,79428.0,0.0,0.0,100.0,0.0,2387.84,76680.0,2020,52.01089419828802,81815.84,0.004129781066711839,-1059.0,-19.030002365961103,4
40,52,52,False,False,False,True,637,8,True,11428.8,0.0,12000.0,0.0,0.0,702.86,0.0,2020,15.330000000000002,24131.66,0.0010261571495226599,0.0,4.1678000000000015,3
135,0,0,False,False,False,False,638,8,True,0.0,6161.6,10728.2,0.0,0.0,506.69,0.0,2020,11.437998467465432,17396.49,0.002258812952950926,40.0,-0.0445877643830741,2
919,52,0,False,False,False,False,641,6,False,32349.99,0.0,0.0,937.4200000000001,0.0,1077.37,0.0,2020,8.081893334069818,33427.36,0.0025781740586043873,0.0,0.393295501510571,3
1230,26,0,True,True,False,False,642,7,True,73850.73,0.0,0.0,1050.0,0.0,2268.02,0.0,2020,110.8547309775436,76118.75,0.004851075390896322,0.0,-20.559132658278685,4
75,52,0,False,False,False,True,643,7,False,5834.8,0.0,18024.35,1270.0,82.07,900.07,0.0,2020,6.900025061560682,24759.219999999998,0.0009187958120197852,0.0,-1.2079508345927055,4
112,26,0,False,False,False,False,644,6,False,36333.08,1193.84,0.0,5810.39,0.0,1416.33,0.0,2020,4.710092674264346,38943.25,0.0005897820420435086,0.0,0.0,4
97,0,0,False,False,False,False,645,8,True,8020.33,630.0,0.0,0.0,0.0,281.02,0.0,2020,9.71352371519913,8931.35,0.003436822958126875,4.0,5.275105875494474,1
508,52,0,False,False,False,True,694,6,True,34473.26,2159.12,0.0,5568.1,1443.22,2139.0,0.0,2020,19.03,38771.380000000005,0.0025359459388562375,19.0,5.37769808753227,1
2495,0,0,True,False,True,False,696,5,True,113635.2,0.0,0.0,600.0,0.0,3439.06,129.0,2020,292.79,117074.26,0.00730048937827303,0.0,37.20735516705801,3
519,26,0,False,False,False,True,706,6,True,33049.71,20082.08,7171.61,897.5,0.0,1853.98,0.0,2020,50.910157288144994,62157.380000000005,0.0026151294899218118,1.0,-5.107956647842293,2
730,0,0,False,False,False,False,709,8,False,0.0,9538.01,43046.0,300.0,0.0,1592.52,0.0,2020,70.12997764079938,54176.53,0.004176400077959512,0.0,0.32100413835803465,3
1446,52,52,True,False,True,True,710,6,False,26953.27,46766.28,0.0,0.0,0.0,2211.59,0.0,2020,72.74,75931.14,0.004271209507676047,0.0,3.529999999999987,3
1944,52,52,True,True,False,False,711,7,False,92607.12,17019.96,102933.43,7115.25,6214.61,10954.12,12751.15,2020,446.28,223514.62999999998,0.004167214807752954,0.0,-10.42000000000013,4
3391,52,0,True,True,False,False,712,7,True,267480.68,102299.51,0.0,705.5,0.0,11142.86,0.0,2020,802.2699999999999,380923.05,0.0043299902471449735,19.0,69.51999999999975,1
742,0,0,False,False,False,False,714,8,False,0.0,0.0,108084.61,0.0,0.0,3242.54,0.0,2020,52.87122477901159,111327.15,0.001779141733194809,5.0,-2.9235317649922123,2
272,52,52,False,False,False,True,718,7,True,22658.36,0.0,0.0,1275.0,0.0,743.5,0.0,2020,39.640028044351524,23401.86,0.004437118748291576,5.0,6.446195943449595,1
5702,52,52,True,False,True,False,731,5,False,335092.05,53524.3,3095.45,11293.78,0.0,12316.04,15317.28,2020,782.4315572325913,404027.83999999997,0.005227878598848529,791.0,-266.96844276740853,2
1510,52,52,True,True,False,False,732,5,True,51779.29,36091.0,0.0,1200.58,0.0,2696.14,0.0,2020,221.3584626692276,90566.43000000001,0.0063836532652166616,42.0,31.14906951208559,1
1490,52,52,True,False,True,False,736,7,False,150096.0,13625.1,0.0,1309.87,0.0,4977.13,144.0,2020,131.56105718761611,168698.23,0.0026244982384259164,80.0,8.962869930262315,1
358,26,0,False,False,False,False,747,6,True,40393.52,0.0,3678.56,198.22,29.53,1407.12,0.0,2020,38.00000000000001,45479.2,0.0025646050610957684,0.0,7.105427357601002e-15,4
323,0,0,False,False,False,False,749,8,False,0.0,12875.95,0.0,0.0,0.0,386.28,0.0,2020,38.99296278491534,13262.230000000001,0.008462093572899752,0.0,13.812804883283807,3
832,52,52,True,True,False,False,754,5,False,34812.3,0.0,0.0,475.0,0.0,1068.12,0.0,2020,99.520260711578,35880.420000000006,0.008019732778559942,65.0,-0.8771003042610062,2
3755,52,52,True,True,False,False,757,7,False,219962.23,47339.1,2518.56,6025.43,0.0,8550.8,608.0,2020,463.09248804220056,278370.69,0.004737130324127547,33.0,-62.307511957799534,2
3541,39,39,True,True,False,False,758,6,True,172073.52,46698.34,83624.58,32214.43,0.0,11584.81,10.15,2020,310.9701064330129,313981.25,0.0033420933049822295,0.0,68.5325572495367,3
24557,52,52,True,False,True,False,760,4,True,838284.99,713048.99,0.0,77795.55,634.71,50806.41,569902.49,2020,4818.32,1602140.39,0.006789454867721965,181.0,-194.53999999999996,2
622,0,0,False,False,False,True,764,8,True,0.0,0.0,9768.96,0.0,0.0,293.07,0.0,2020,10.911499538676162,10062.029999999999,0.008187509253174225,-131.0,-4.288500461323837,4
752,26,26,False,False,False,False,765,6,True,80838.52,0.0,10170.0,0.0,0.0,2730.26,0.0,2020,114.5,93738.78,0.003130346169696559,0.0,27.593599999999995,3
211,26,0,False,False,False,False,770,6,True,12818.43,0.0,12862.93,0.0,0.0,863.18,0.0,2020,42.24,26544.54,0.003556542302770441,0.0,15.71029463242855,3
1261,0,0,False,False,False,False,771,9,False,0.0,0.0,89101.16,0.0,0.0,3440.44,0.0,2020,150.47963975564835,92541.6,0.004707164879327111,0.0,0.2636596020220736,3
4245,26,26,True,False,True,False,774,6,True,101166.68000000001,31869.17,184932.87,2220.28,1241.73,11289.82,0.0,2020,368.7705323109652,329258.54,0.003799967692878163,0.0,11.239428614641895,3
