Total Households Serviced,Single Family Dwellings,Multi-Family Dwellings,User Pay Waste Collection (Pay-As-You-Throw),Full User Pay,Bag Limit Program for Garbage Collection,Program Code,Municipal Group,Single Stream,Residential Promotion & Education Costs,Interest on Municipal  Capital,Total Gross Revenue,Year,Interaction of Households Serviced and operation cost,operation cost,Program efficiency,TOTAL Reported and/or Calculated Marketed Tonnes,Quadrant,Previous_Target,Cluster_Labels,Cluster_Probabilities
1605,52,52,True,False,False,855,7,True,2344.92,0.0,7037.0,2019,220974634.5,137678.9,0.0036240566866256,155.11353756998295,4,190.94484606256992,3,0.11942214886491274
207,26,26,False,False,True,862,7,False,315.0,0.0,8232.5,2019,2308524.0300000003,11152.29,0.004532882231959,12.345441747052517,4,12.338520762988255,2,0.9129099414485388
1977,52,52,True,False,False,958,7,False,598.94,175.47,311.52,2019,194993269.53,98630.89,0.0101666735656033,508.60074662379424,4,464.7785069881317,4,0.12289895134053132
1131,52,52,True,True,False,967,7,False,1408.8000000000002,1587.16,0.0,2019,90382111.95000002,79913.45000000001,0.0052562206217676,155.9999026140288,4,134.4886181488407,5,1.0
7567,52,52,True,True,False,971,7,False,1007.43,90.06,96935.22,2019,4376312249.26,578341.78,0.004482981107232,888.3399999999999,4,884.5033333333332,5,0.1322377554345005
204,52,0,False,False,False,975,7,False,0.0,798.33,0.0,2019,15501292.92,75986.73,0.0010349617557728,30.31753918065976,4,26.494663546333303,4,0.4932568704333122
280,52,52,False,False,False,976,7,False,1185.7,608.12,0.0,2019,10500954.8,37503.41,0.0024970950528713,31.32229912468739,4,23.82188295857737,4,0.5759642978158561
311,52,0,True,True,True,977,7,False,0.0,0.0,0.0,2019,18927568.85,60860.35,0.001988485222508,47.09266172442538,4,48.06516657246707,0,1.0
297,52,0,False,False,True,979,7,False,0.0,1093.43,0.0,2019,31216882.950000003,105107.35,0.0025980082859323,251.0676674050256,4,251.0676674050256,2,1.0
395,0,0,True,True,False,981,7,False,0.0,2876.56,26983.0,2019,44990326.2,113899.56,0.0024831679003133,202.51591950101223,4,181.54157031727706,5,0.4680166927697971
0,52,52,False,False,False,983,7,True,0.0,0.0,0.0,2019,0.0,32152.06,0.0,75.89778163308944,4,70.35427318207466,3,0.3496103379322574
174,52,0,False,False,True,984,7,False,2345.92,0.0,2612.0,2019,1266107.52,7276.48,0.0085533300840637,22.26198554245564,4,28.708710776809863,2,0.9724268154664523
1914,0,0,False,False,False,188,8,False,0.0,433.71,8053.0,2019,260803305.18,136260.87,0.0039560730536052,151.82,4,175.48333333333332,4,0.3453220356461273
1833,0,0,False,False,False,232,8,False,1050.0,0.0,0.0,2019,219485069.7,119740.9,0.0035744973608745,99.9430347802787,4,101.49824595180525,4,0.42574441636244653
3346,0,0,False,False,False,245,8,False,9469.89,1357.48,0.0,2019,2077741495.34,620962.79,0.0014363413206141,237.75000000000003,4,231.83666666666667,4,0.05980999759122722
1794,0,0,False,False,False,372,8,False,0.0,0.0,0.0,2019,154738814.88,86253.52,0.0054812042353355,124.59,4,139.29333333333332,4,0.4994187143419446
1932,0,0,False,False,False,375,8,False,0.0,8283.35,0.0,2019,431373405.12,223278.16,0.0025104079111847,162.62,4,174.81333333333336,4,0.07860175608799587
5050,0,0,False,False,False,404,8,False,2100.0,10411.17,16226.76,2019,1458087914.0000002,288730.28,0.005273428065867,459.070449904728,4,593.773483301576,4,0.058139216977258615
1633,0,0,False,False,False,413,8,True,1245.12,1579.27,110.0,2019,146910901.73,89963.81,0.0039364601808067,76.8,4,85.64333333333332,3,0.13516278110997615
163,0,0,False,False,False,537,8,True,45.0,0.0,0.0,2019,1314976.42,8067.34,0.004952185419312,9.791898688508848,4,11.162931678082456,3,1.0
219,0,0,True,False,False,545,8,False,90.0,0.0,0.0,2019,1751745.96,7998.84,0.0071176067110129,14.80055082767655,4,14.622119261356374,4,0.9550911705338085
318,52,0,False,False,False,602,8,True,454.0,0.0,0.0,2019,8228195.939999999,25874.83,0.0026945855554233,15.286633204362731,4,15.286633204362731,3,0.7478789790257657
136,0,0,True,False,False,605,8,True,110.0,0.0,0.0,2019,1121495.4400000002,8246.29,0.0048462376354231,11.74323389478004,4,12.01965999785866,3,1.0
326,0,0,True,False,False,607,8,True,175.0,0.0,0.0,2019,4032597.18,12369.93,0.0061266695887542,17.618373107885347,4,18.03083723927035,3,1.0
0,0,0,True,False,False,610,8,False,200.0,0.0,0.0,2019,0.0,39195.15,0.0,75.67152934976775,4,69.23900418489742,4,0.5799315378669754
302,0,0,False,False,False,611,8,False,400.0,0.0,0.0,2019,11154333.76,36934.88,0.0020926048461229,19.780665332856973,4,15.877420596098291,4,1.0
1676,0,0,True,False,False,616,8,False,1915.17,993.09,0.0,2019,437639013.88,261121.13,0.0020134073687525,164.92,4,175.17999999999998,4,0.18949293651439783
40,52,52,False,False,True,637,8,True,0.0,0.0,0.0,2019,965266.4,24131.66,0.000875624082972,11.1622,4,13.246100000000002,1,0.8498546451951555
95,0,0,False,False,False,638,8,True,750.0,0.0,0.0,2019,1826812.95,19229.61,0.0017175571003044,11.482586231848506,4,12.553866550251849,3,0.5480823494151528
75,0,0,False,False,False,639,8,False,50.0,0.0,0.0,2019,1465312.5,19537.5,0.0022923215743801,26.74408859711801,4,16.886177699360918,4,1.0
93,0,0,False,False,False,645,8,False,9636.0,0.0,0.0,2019,493537.0500000001,5306.85,0.0038284127547648,4.438417839704656,4,9.26595634911272,4,0.09525766137874762
518,26,0,False,False,True,706,6,True,805.0,0.0,0.0,2019,32464111.540000003,62672.030000000006,0.0027180369666337,56.01811393598729,4,55.04856016322217,1,1.0
730,0,0,False,False,False,709,8,False,300.0,0.0,0.0,2019,31632440.3,43332.11,0.0052096340704863,69.80897350244135,4,69.96947557162036,4,0.7956944506917707
737,0,0,False,False,False,714,8,False,0.0,0.0,0.0,2019,46505606.510000005,63101.23,0.0032136058742069,55.7947565440038,4,54.19189441064887,4,0.9532317088991533
323,0,0,False,False,False,749,8,False,300.0,0.0,0.0,2019,1418112.12,4390.44,0.0205410405213704,25.18015790163153,4,29.36986329783574,4,1.0
753,0,0,False,False,True,764,8,True,0.0,0.0,0.0,2019,8797058.040000001,11682.68,0.0091574973353551,15.2,4,12.117092792048817,1,1.0
2273,0,0,False,False,False,775,8,True,12506.0,183.93,0.0,2019,205311975.39,90326.43,0.006204159320361,138.1643949480029,4,155.21538161556848,3,0.03652542279086892
221,0,0,False,False,False,790,8,True,45.0,0.0,0.0,2019,1782882.14,8067.34,0.0057663265328602,9.791898688508848,4,11.162931678082456,3,1.0
2375,26,26,True,True,True,795,8,True,7238.18,3868.13,18454.21,2019,621168401.2500001,261544.59000000003,0.0029742698737943,254.79365731271687,4,226.70845993639784,0,0.07094253501642835
142,0,0,False,False,False,796,8,True,47.74,513.06,0.0,2019,3129106.32,22035.96,0.0030590542996724,32.0,4,34.49999999999999,3,0.4726669174652884
445,0,0,False,False,False,797,8,False,15.0,0.0,1159.0,2019,17786730.1,39970.18,0.0026052559409972,24.36761290341789,4,19.487021816697553,4,0.8250303116148242
1253,0,0,False,False,False,801,8,False,1839.0,0.0,0.0,2019,118909512.05,94899.85,0.0043350787449439,135.0746846492795,4,100.34604919407512,4,0.4700071980506913
5037,52,52,False,False,True,809,6,True,0.0,12432.36,0.0,2019,2433318436.7100005,483088.8300000001,0.002742448190475,348.4647917451645,4,237.14051627737277,1,0.14624133947462686
1303,52,0,True,False,False,810,8,False,0.0,529.88,0.0,2019,182507314.03,140067.01,0.0028812038338048,124.99000000000002,4,138.17999999999998,4,0.41620629671794745
936,52,0,True,False,False,812,8,True,111.74,513.57,273.0,2019,75771642.96,80952.61,0.0024531269616741,42.13334248631036,4,41.239123009997705,3,0.24463924079492225
550,0,0,False,False,False,818,8,False,54.82,0.0,0.0,2019,8697738.5,15814.07,0.0093379634568709,39.64870109562938,4,34.64246004328951,4,0.8671806471671137
0,0,0,True,False,False,833,8,False,50.0,0.0,0.0,2019,0.0,37299.99,0.0,61.8058421221865,4,57.00288125508766,4,0.666394856561824
913,0,0,False,False,False,834,8,False,7956.23,686.51,3760.48,2019,42436650.85,46480.45,0.005600861004812,74.23,4,91.33666666666666,4,0.1317447814854321
2062,52,0,False,False,False,837,8,False,451.81,748.26,0.0,2019,291312431.68,141276.64,0.0042761047718937,176.99,4,186.80333333333337,4,0.3783248052036201
305,0,0,False,False,False,845,8,True,0.0,0.0,0.0,2019,2727846.8,8943.759999999998,0.0040010959697742,4.198540732626815,4,2.740225583969909,3,1.0
752,0,0,False,False,False,847,8,False,130.0,438.45,0.0,2019,98657534.56,131193.53,0.0017004742408592,66.18310066095034,4,71.29952509649746,4,0.4479101797472041
1322,0,0,False,False,False,866,8,False,2691.0,0.0,0.0,2019,69119500.88,52284.04,0.008453050634757,147.75213403001078,4,120.78685908767731,4,0.35793874272876186
272,0,0,False,False,False,871,8,False,460.52,0.0,0.0,2019,3335911.3600000003,12264.38,0.0046997491264227,12.214386102179349,4,15.665638483011307,4,1.0
2343,0,0,False,False,False,873,8,False,950.21,96.37,0.0,2019,172348549.56,73558.92,0.008966473488979,185.67000000000004,4,163.78000000000006,4,0.39318181445399925
1938,26,0,True,True,False,897,6,True,1198.21,3337.9,84.0,2019,594947899.0799999,306990.66,0.001219846781761,72.36142685493733,4,83.04199001317518,6,0.8944437614450305
2490,0,0,True,False,False,905,8,False,850.0,0.0,0.0,2019,152727984.6,61336.54,0.0078494524540779,93.0931930749077,4,92.31511979226634,4,0.39236678346395437
1302,0,0,False,False,False,907,8,False,0.0,2015.74,0.0,2019,23662678.2,18174.1,0.0087950779125743,19.62339855900917,4,14.4623761977797,4,0.25069053437710126
983,0,0,False,False,False,918,8,False,1008.4,0.0,0.0,2019,89459281.36999999,91006.38999999998,0.0027051862210973,61.65731239133024,4,57.40707824781993,4,0.5101218601344346
1086,0,0,False,False,False,922,8,False,0.0,8092.08,5755.56,2019,136436938.44,125632.54,0.0018197876072975,48.13000000000001,4,96.89590880266782,4,0.08742343047886296
1863,0,0,False,False,False,924,8,False,1820.0,0.0,0.0,2019,108504044.91,58241.57000000001,0.0072122410145691,94.70954602834344,4,79.14537504890319,4,0.394289158406221
745,13,13,True,True,False,929,8,False,0.0,0.0,0.0,2019,33732184.5,45278.1,0.0044174175919322,53.69786622603311,4,59.01030549537242,5,0.9529913221714781
1145,0,0,False,False,False,955,8,True,357.0,0.0,0.0,2019,28300529.9,24716.62,0.0097072802210566,50.27682082006304,4,51.313354587545064,3,0.2447773960546627
365,0,0,False,False,False,973,8,True,0.0,227.86,0.0,2019,3107602.7,8513.98,0.0063868803801377,8.10121114516919,4,9.6756766428545,3,0.7498089286423403
160,0,0,False,False,False,974,8,False,84.03999999999999,237.78,0.0,2019,2398259.2,14989.12,0.0035272017990167,17.47,4,14.213333333333333,4,1.0
451,52,52,False,False,False,978,6,True,2083.34,512.35,0.0,2019,11481025.82,25456.82,0.0041718083716962,25.008086578565763,4,24.6327569061971,3,0.23129199207422166
1218,0,0,False,False,False,985,8,False,2429.0,212.56,0.0,2019,142614864.84,117089.38,0.0024153593883949,65.66761512444921,4,82.51549625418834,4,0.365080961222049
519,52,52,False,False,False,100,7,True,0.0,0.0,0.0,2019,16118889.21,31057.59,0.0039132055846349,28.45990697955089,4,33.46102085582274,3,0.599807329709448
7083,0,0,False,False,False,159,9,False,568.37,0.0,0.0,2019,1173291512.85,165648.94999999998,0.0136511242111758,721.9331253483386,4,761.4940380843459,4,0.07216147357292065
3453,0,0,True,False,False,173,9,False,4163.41,1637.07,0.0,2019,631670480.46,182933.82,0.0057238708860371,317.52,4,341.72333333333336,4,0.16124331730397265
5962,52,52,True,True,False,204,9,True,0.0,0.0,0.0,2019,3112271375.62,522018.01,0.003121355185458,445.3130098528045,4,491.6594133762528,6,0.5800689181123893
3952,52,52,True,True,False,218,7,False,2301.86,0.0,240.0,2019,790817054.56,200105.53,0.0048084412890889,234.2663337322853,4,249.69925500513833,5,0.5484375166317595
1210,52,0,True,True,False,230,9,False,5225.0,0.0,1799.3000000000002,2019,109291120.4,90323.24,0.0045133777596249,137.3463158270811,4,135.08257954801056,5,0.6274102493760316
1225,0,0,False,False,False,277,9,False,200.0,-648.67,5454.62,2019,237089440.0,193542.4,0.0015890098379369,77.20924891627963,4,93.3530829720932,4,0.2471453388770902
3142,0,0,False,False,False,279,9,False,1398.58,3406.29,796.0,2019,567813191.04,180717.12,0.0052007449201959,281.14056938192215,4,293.1451414065007,4,0.1500002506684588
3697,26,26,True,True,True,331,9,False,2555.73,571.99,0.0,2019,580743429.8499999,157085.05,0.0081446658405942,442.758390639514,4,401.30548999450497,0,1.0
4417,52,0,False,False,False,369,9,False,2836.92,1818.73,0.0,2019,1921667793.92,435061.76,0.0029476560248874,372.3299999999999,4,411.2633333333333,4,0.09949010915394946
1200,0,0,True,True,False,416,9,False,0.0,0.0,67.5,2019,75687720.0,63073.1,0.0043690591579208,63.282402387757536,4,43.4801096438373,5,1.0
5200,52,0,False,False,True,420,7,True,5851.07,0.0,167.0,2019,889761808.0,171108.04,0.0078050771111781,342.9982353550328,4,381.84416512226767,1,0.32533951061563815
708,0,0,False,False,False,508,9,False,0.0,13.17,0.0,2019,55654980.84,78608.73,0.0030940345799032,83.552342128141,4,58.45781827342967,4,0.7101617224298065
3973,0,0,True,False,False,512,9,False,36462.04,0.0,3670.08,2019,951537592.19,239501.03,0.0038015472056745,208.6493236810766,4,215.87924440215735,4,0.02631127528970458
3874,52,52,False,False,True,516,9,False,113.29,495.72,144.16,2019,624798061.42,161279.83,0.0068042279764965,310.85525259616537,4,354.7837530921901,2,0.8167633026600997
2821,0,0,True,False,False,521,9,False,22029.5,4123.68,79.65,2019,995839066.04,353009.24,0.0016832360410288,125.1581408538764,4,131.2854492607497,4,0.04498643377263259
1410,0,0,False,False,False,522,9,False,1617.31,1469.14,84.0,2019,169569998.1,120262.41,0.002725023942287,76.16954080028582,4,79.1928444813211,4,0.32616426142507304
6098,0,0,False,False,False,523,9,False,0.0,515.08,856.49,2019,1920527475.34,314943.83,0.0065524009552168,698.3605833571513,4,653.2635724482525,4,0.08661529799342221
2170,0,0,False,False,False,527,9,False,2316.0,364.22,150.0,2019,284244350.6,130988.18,0.0044027046130903,153.2652081576754,4,149.36401511346142,4,0.3631878042488546
1135,0,0,False,False,False,543,9,False,0.0,0.0,0.0,2019,52952494.3,46654.18,0.006441709230191,79.5769875669882,4,80.56216749748529,4,0.6392024619424981
2562,52,52,True,True,False,547,9,False,2415.0,782.37,0.0,2019,304727636.22,118941.31,0.0063081126750195,219.72789419435512,4,225.07989012576664,5,0.8707278142530999
1689,51,51,True,True,False,552,9,False,581.46,1434.17,0.0,2019,236078049.54,139773.86,0.0032582773495955,122.8,4,131.07333333333335,5,0.9521616501039124
3065,52,52,True,True,False,567,9,False,2648.7200000000003,681.64,0.0,2019,704421563.35,229827.59,0.0045660189295615,359.29341894128856,4,382.72294822757493,5,0.5023378880701558
4153,0,0,True,True,False,629,9,False,1178.51,2850.4,3864.35,2019,700663469.33,168712.61000000002,0.0059062813018256,239.09,4,217.06000000000003,5,0.4707057253902854
3565,0,0,True,False,False,630,9,False,495.48,4687.59,2804.11,2019,843057117.9,236481.66,0.0032805317834188,168.81999999999996,4,146.83149956374285,4,0.11652738883010416
1261,0,0,False,False,False,771,9,False,0.0,0.0,0.0,2019,89464557.91,70947.31,0.0061345071586946,150.21598015362628,4,157.2155279413135,4,0.39106145807200515
601,0,0,True,True,False,830,9,True,0.0,155.87,0.0,2019,17603344.09,29290.09,0.0033613568024507,16.12858136239133,4,21.979527120797112,6,0.8002700594529136
804,0,0,False,False,False,936,9,False,22.68,0.0,0.0,2019,58580565.60000001,72861.40000000001,0.0024748924988083,40.44377200785995,4,39.502364292284604,4,0.7579516700678357
791,0,0,False,False,False,952,9,False,0.0,328.89,1518.3,2019,56126014.07,70955.77,0.0029213285635825,54.32,4,58.73666666666666,4,0.7916273441967797
699,52,24,False,False,False,982,9,True,0.0,0.0,0.0,2019,97522844.34,139517.65999999997,0.0019576649993919,106.72298014171729,4,68.01378452892946,3,0.17707800802741255
3159,1,1,False,False,False,987,9,False,235.0,1.78,0.0,2019,341241340.05,108021.95,0.0103964274999291,399.247916541622,4,329.8087669233649,4,0.17938007205239195
508,52,52,False,False,False,998,9,False,0.0,12991.96,0.0,2019,108734092.92,214043.49,0.0006959804990125,43.685214957723,4,43.685214957723,4,0.05259748569169353
228656,52,52,True,False,True,1,1,True,124871.93,18665.08,435756.04,2020,2405500757517.6,10520173.35,0.0087286168657578,36876.87,1,28377.28000000001,-1,0.0
239515,52,52,True,False,False,6,2,False,368262.5,335409.2,3436612.88,2020,4506749048714.949,18816145.33,0.0052902596793176,41369.72,1,41206.97,-1,0.0
15286,26,52,True,True,False,8,5,True,3421.45,973.4,161882.22,2020,15078939206.919998,986454.22,0.0053907598841354,1849.95,2,2075.63,4,0.16920198831671782
40968,52,0,True,True,True,12,4,True,94052.06,14075.0,511071.69,2020,130959796757.76,3196636.3200000003,0.0045559387980175,5177.229999999999,1,4825.33,-1,0.0
55353,52,52,True,False,False,14,3,False,98419.98,42164.47,102438.22,2020,139932220708.65,2527997.05,0.0102822503445122,12206.42,1,11108.29,6,0.002807700031991793
168187,26,52,False,False,True,18,2,False,313237.22,146728.28,2290745.28,2020,1585428585517.01,9426582.23,0.0059318980392177,18591.03,4,19941.12,0,1.0
862398,26,52,True,True,False,20,1,True,1039323.49,675316.55,8922940.979999999,2020,58362080959103.94,67674184.03,0.0044222568353272,103854.72,1,99784.55000000002,-1,0.0
35580,52,52,True,True,False,21,4,False,71306.56,2625.75,353045.89,2020,133592614889.40002,3754710.9300000006,0.0035859594824881,5095.16,1,5084.4800000000005,5,0.018709888566167086
30676,52,52,False,False,True,34,4,False,15831.84,206.79,351893.51,2020,62952787794.72001,2052183.72,0.0055667114932145,4254.33,2,4463.82,3,0.038165124415885446
50607,26,26,True,False,True,36,3,True,21935.42,158371.49,586758.02,2020,346775453381.16,6852321.88,0.0021722503894253,4378.09,4,5586.8,2,0.00657971741318192
2301,26,0,True,True,False,39,7,True,1833.67,2227.34,2125.68,2020,301232262.63,130913.63,0.0061193207423952,278.90708471167216,4,314.39,4,1.0
9630,26,52,True,True,True,41,5,False,12488.05,937.14,142187.36,2020,5514321740.4,572619.08,0.0067700261639402,1560.5800000000002,3,993.22,1,0.6256771672538101
186466,42,52,True,False,False,50,1,False,217068.83,234068.13,2017716.84,2020,2197269184341.7,11783752.45,0.0055802477557144,23188.6,1,21706.59,0,1.0
205175,52,52,True,False,False,53,2,False,180455.44,128733.44,2925233.89,2020,2253992790729.4995,10985708.739999998,0.0075135644994637,33206.55000000001,2,34960.20640000001,0,1.0
34485,52,52,True,False,False,55,3,False,1774.02,0.0,64044.21,2020,51357570438.9,1489272.74,0.0074574861092994,3576.8699999999994,3,3486.17,6,0.008894253653571962
14029,52,52,True,False,False,56,5,False,5083.49,335.97,2794.04,2020,11207433788.93,798876.17,0.0076700616360684,2676.2700000000004,2,2867.2800000000007,6,0.016161452841998655
3153,35,0,True,True,False,59,7,True,16218.09,347.45,0.0,2020,528760811.58,167700.86000000002,0.0051815770763557,239.48070840653943,1,199.2475269825785,4,0.45482793177174524
10125,52,52,True,False,False,67,5,False,24765.81,0.0,0.0,2020,1962192397.5,193796.78,0.0188759680265167,1321.6502663569977,4,1347.1733959092533,6,0.022917545228134793
80356,52,52,True,True,False,87,4,False,60901.37,8710.94,686591.92,2020,405051239725.04,5040709.34,0.0055447698918849,9721.4726,2,10810.4,5,0.010708141301467827
36721,52,52,True,False,True,88,4,False,72210.59,0.0,458413.28,2020,120910614646.26,3292683.06,0.0042207643931394,5259.78,1,4907.800800000001,3,0.03870853992731992
50202,52,52,True,False,True,89,4,False,31077.17,5242.56,409225.55,2020,258236572879.8,5143949.899999999,0.0032446102262761,5548.78,1,5289.19,3,0.034275144644117045
384556,52,52,True,False,True,97,1,True,1210422.31,567512.18,4915762.76,2020,11348835823004.32,29511529.72,0.0050428636198363,57594.14,1,53554.62,-1,0.0
533,52,52,False,False,False,100,9,True,0.0,0.0,0.0,2020,16835327.34,31585.98,0.0043776251889376,35.870600930990655,1,28.45990697955089,7,0.41654375721420234
35096,26,26,True,False,True,103,3,True,3103.68,0.0,318215.1499999999,2020,69216593016.16,1972207.46,0.0061472605925335,4188.040000000001,3,4157.589999999999,2,0.018552456135185923
48698,26,26,True,False,True,123,3,False,67022.31999999999,134.27,176619.0,2020,145113898208.24,2979873.88,0.0061558304094399,6909.68,3,6660.29,3,0.037519667106206155
1494,26,0,True,True,False,128,7,True,221.53,0.0,305.25,2020,175292245.07999998,117330.82,0.0037665299603159,130.7243427248951,3,124.30075709261769,4,1.0
22617,26,26,True,False,True,143,4,False,34919.81,3521.28,384202.12,2020,21594609371.16,954795.48,0.0086700438139463,3029.9,3,2868.39,3,0.03870853992731992
3194,26,26,True,False,False,152,7,True,13468.85,0.0,0.0,2020,536671530.6,168024.9,0.0062570011223128,346.0547741804485,2,416.02,7,0.019944100836402814
3876,26,26,True,True,False,157,5,True,1103.25,0.0,140.0,2020,578004934.08,149124.08000000002,0.008097575024651,376.2025606680776,2,391.4646115974365,4,1.0
6883,0,0,False,False,False,159,9,False,429.37,0.0,0.0,2020,2045419526.91,297169.77,0.0077879370936107,778.1733553684041,3,721.9331253483386,6,0.06800413280743335
8511,52,52,True,False,False,162,7,False,2772.35,35.08,25872.33,2020,4491886811.97,527774.27,0.0061268676596214,1228.5500000000002,1,817.5799999999999,6,0.055702460839286386
5220,52,52,True,False,False,166,7,False,7116.65,0.0,66467.06,2020,2598936262.2000003,497880.51,0.0041972576532536,836.5868,1,812.3906,6,0.055702460839286386
232615,52,52,False,False,True,172,1,False,283972.81,147806.6,2082958.05,2020,3730841891122.05,16038698.670000002,0.0053343317608469,31467.38000000001,2,33148.810000000005,0,1.0
3453,0,0,True,False,False,173,9,False,3506.56,1637.07,0.0,2020,745630944.42,215937.14,0.0050099380621,338.94,3,317.52,6,0.13223457447174455
42744,52,52,False,False,True,179,3,False,72701.22,427.93,2380.28,2020,126541802646.48,2960457.6700000004,0.0050615901042473,5253.110000000001,1,4762.12,3,0.034275144644117045
73743,52,52,True,False,False,183,4,True,84402.47,2284.61,335329.55999999994,2020,538960059475.53,7308626.71,0.0039445263631208,11270.430000000002,3,9420.880000000005,-1,0.0
72080,52,52,True,True,False,186,4,True,41572.36,226114.04,1707314.1,2020,586502428171.2,8136826.14,0.0034549393734945,10964.179999999998,3,10708.639999999996,-1,0.0
1916,0,0,True,False,False,188,8,False,0.0,310.73,8321.23,2020,265338428.76,138485.61,0.0042033507959912,176.84999999999997,1,151.82,6,0.3207955174818752
34688,26,26,True,True,True,190,4,False,29370.63,29908.4,324577.79000000004,2020,78815233346.56,2272118.12,0.004719107547067,3314.379999999999,1,3049.19,1,0.20816103690148907
3116,26,26,False,False,True,192,7,False,757.4,0.0,18483.46,2020,517759234.0,166161.5,0.0051388621646984,233.99,1,176.93,3,0.6594754878412376
5989,52,52,True,True,False,204,9,True,0.0,0.0,0.0,2020,3082690540.38,514725.42,0.0037235070830421,613.3400000000001,1,445.3130098528045,4,0.6289536985569646
7749,52,52,True,True,True,205,7,False,4919.55,5516.57,0.0,2020,3550423026.78,458178.22,0.0044004032608573,524.5757088363338,2,569.8386809515304,1,1.0
5484,26,0,True,False,True,212,7,True,3883.08,0.0,699.0,2020,1471091445.36,268251.54,0.0060177008431892,475.1690984419446,1,406.16654869306086,2,0.13531411650568562
22406,52,52,False,False,True,214,5,True,13747.2,561.24,758449.07,2020,45552777761.48,2033061.58,0.0041933199259949,3243.79,1,2751.5999999999995,2,0.013871057800164748
6220,52,52,True,True,True,216,7,False,8609.22,0.0,475.0,2020,2196866431.2000003,353193.96,0.0068067004195454,929.2004782208768,1,734.3659375253067,1,1.0
3970,52,52,True,True,False,218,9,False,2594.88,0.0,90.0,2020,875361378.5,220494.05,0.0046121168488273,260.497671593631,1,234.2663337322853,5,0.5470928811592841
3185,52,52,True,False,True,223,5,False,2406.59,1925.54,239.17,2020,805257498.4999999,252828.1,0.0038801441773146,302.16,3,274.0,3,0.5624385911039352
1564,26,26,True,True,False,224,5,False,3387.27,0.0,255.0,2020,136276606.32,87133.37999999999,0.0060165871343199,175.72469366475892,4,196.82810451351676,5,0.9534148673466912
6279,52,52,True,False,False,229,7,False,4235.76,0.0,63559.89000000001,2020,2814616063.3500004,448258.65,0.0051679201254096,854.6700000000001,1,828.4599999999999,6,0.058099888032857226
1210,52,0,True,True,False,230,9,False,5211.59,0.0,2538.0,2020,150653082.79999998,124506.68,0.0032321356222898,133.83789165377345,4,137.3463158270811,5,0.6160478634803038
1926,0,0,False,False,False,232,8,False,500.0,0.0,0.0,2020,277226918.46000004,143939.21000000002,0.0029393716690531,92.94177334180289,2,99.9430347802787,6,0.3207955174818752
18354,26,52,True,False,False,233,5,False,10559.2,289.85,177381.26,2020,14337922165.98,781187.87,0.0083315516908218,2307.98,1,2130.76,6,0.015914463263756513
7278,26,26,True,True,True,236,7,False,2559.74,539.21,123459.02,2020,4955150972.699999,680839.6499999999,0.0042238236559452,1136.29,1,1063.22,1,0.7626517400201094
399,52,52,True,True,True,238,7,False,0.0,0.0,0.0,2020,9398820.06,23555.94,0.0057922566019721,46.657726140452525,2,59.944851964987485,1,1.0
19545,26,26,True,True,True,239,7,False,45691.54,31261.58,294548.64,2020,35571235079.1,1819965.98,0.0042364426695645,3041.5400000000004,3,2925.25,1,0.23227890429710146
3343,0,0,False,False,False,245,8,False,9669.02,1703.47,0.0,2020,2372509749.8300004,709694.81,0.0012202258952761,224.33,4,237.75000000000003,6,0.054604862510309105
10910,52,52,False,False,True,249,7,True,2500.0,13565.14,0.0,2020,8682551122.0,795834.2,0.0044760499923791,1163.081916211043,1,1034.130169477993,2,0.06918722517375965
446067,0,0,True,False,True,270,1,True,798101.4099999999,1517633.86,185109.55,2020,16090931341478.793,36072902.370000005,0.0051303988775519,76782.87,3,74041.96,-1,0.0
4658,52,52,True,False,True,271,7,False,24646.38,18563.6,186887.23,2020,4123955688.58,885349.01,0.0022367399303947,841.8999999999999,3,759.3039999999999,3,0.0678938033385687
2493,52,52,True,True,True,272,5,False,3127.2,0.0,0.0,2020,259237571.67,103986.19,0.0088774888025991,341.82932719960894,3,311.7901161962606,1,1.0
6185,26,26,False,False,True,275,7,True,3549.12,0.0,81956.40999999999,2020,2883236709.9999995,466166.0,0.0044388467316137,692.28,3,690.47,2,0.0921499280018944
1408,0,0,False,False,False,277,9,True,771.63,-648.67,0.0,2020,292006021.12,207390.64,0.001785172358001,97.35,1,77.20924891627963,7,0.07025741022406293
2866,0,0,False,False,False,279,9,False,1308.11,3406.29,106.0,2020,509337208.6,177717.1,0.0053744804720482,318.3136246598316,3,281.14056938192215,6,0.12057869694688858
1450,52,52,True,True,False,282,7,False,467.0,0.0,0.0,2020,94572248.0,65222.240000000005,0.006543761218433,125.62564520141214,1,110.63436611728882,5,1.0
1344,52,52,True,False,False,287,7,True,0.0,1008.23,102.0,2020,153401619.84,114138.11,0.0039694634214434,152.73047186443503,4,159.07256423396998,7,0.12335568517675961
2735,26,26,True,False,False,290,7,True,2775.5,391.07,19503.5,2020,652106186.75,238430.05,0.0039294958603621,320.9506948222356,3,274.8776164213059,7,0.05017047655014355
35319,52,52,False,False,True,293,3,False,100880.49,2294.68,686860.16,2020,111070011192.21,3144766.59,0.0047156316203102,6226.56,2,7281.260000000001,3,0.02680756193527456
7287,52,52,True,False,False,294,7,False,4026.3,0.0,746.0,2020,4752964696.2,652252.6,0.0043331478221321,1096.2002031679945,1,1039.1314711563653,6,0.05276877682571002
