Total Households Serviced,Single Family Dwellings,Multi-Family Dwellings,User Pay Waste Collection (Pay-As-You-Throw),Full User Pay,Bag Limit Program for Garbage Collection,Program Code,Municipal Group,Single Stream,Residential Promotion & Education Costs,Interest on Municipal  Capital,Total Gross Revenue,Year,Interaction of Households Serviced and operation cost,operation cost,Program efficiency,TOTAL Reported and/or Calculated Marketed Tonnes
2062,52,0,False,False,False,837,8,False,451.81,748.26,0.0,2019,291312431.68,141276.64,0.004276104771893714,176.99
305,0,0,False,False,False,845,8,True,0.0,0.0,0.0,2019,2727846.7999999993,8943.759999999998,0.00400109596977423,4.198540732626815
752,0,0,False,False,False,847,8,False,130.0,438.45,0.0,2019,98657534.56,131193.53,0.001700474240859288,66.18310066095034
1322,0,0,False,False,False,866,8,False,2691.0,0.0,0.0,2019,69119500.88,52284.04,0.008453050634757084,147.75213403001078
272,0,0,False,False,False,871,8,False,460.52,0.0,0.0,2019,3335911.3600000003,12264.380000000001,0.0046997491264227234,12.214386102179349
2343,0,0,False,False,False,873,8,False,950.21,96.37,0.0,2019,172348549.56,73558.92,0.008966473488979079,185.67000000000004
1938,26,0,True,True,False,897,6,True,1198.21,3337.9,84.0,2019,594947899.0799999,306990.66,0.0012198467817610909,72.36142685493733
2490,0,0,True,False,False,905,8,False,850.0,0.0,0.0,2019,152727984.6,61336.54,0.007849452454077952,93.0931930749077
1302,0,0,False,False,False,907,8,False,0.0,2015.74,0.0,2019,23662678.2,18174.1,0.00879507791257439,19.62339855900917
983,0,0,False,False,False,918,8,False,1008.4000000000001,0.0,0.0,2019,89459281.36999999,91006.38999999998,0.002705186221097398,61.65731239133024
1086,0,0,False,False,False,922,8,False,0.0,8092.08,5755.5599999999995,2019,136436938.44,125632.54,0.0018197876072975174,48.13000000000001
1863,0,0,False,False,False,924,8,False,1820.0,0.0,0.0,2019,108504044.91000001,58241.57000000001,0.007212241014569146,94.70954602834345
745,13,13,True,True,False,929,8,False,0.0,0.0,0.0,2019,33732184.5,45278.1,0.0044174175919322765,53.69786622603311
1145,0,0,False,False,False,955,8,True,357.0,0.0,0.0,2019,28300529.9,24716.62,0.009707280221056625,50.276820820063044
365,0,0,False,False,False,973,8,True,0.0,227.86,0.0,2019,3107602.6999999997,8513.98,0.00638688038013776,8.10121114516919
160,0,0,False,False,False,974,8,False,84.03999999999999,237.78,0.0,2019,2398259.1999999997,14989.119999999999,0.0035272017990167965,17.47
451,52,52,False,False,False,978,6,True,2083.34,512.35,0.0,2019,11481025.82,25456.82,0.004171808371696204,25.008086578565763
1218,0,0,False,False,False,985,8,False,2429.0,212.56,0.0,2019,142614864.84,117089.38,0.002415359388394903,65.66761512444921
519,52,52,False,False,False,100,7,True,0.0,0.0,0.0,2019,16118889.21,31057.59,0.003913205584634902,28.45990697955089
7083,0,0,False,False,False,159,9,False,568.37,0.0,0.0,2019,1173291512.85,165648.94999999998,0.013651124211175869,721.9331253483386
3453,0,0,True,False,False,173,9,False,4163.41,1637.07,0.0,2019,631670480.46,182933.82,0.0057238708860371645,317.52
5962,52,52,True,True,False,204,9,True,0.0,0.0,0.0,2019,3112271375.62,522018.01,0.003121355185458087,445.3130098528045
3952,52,52,True,True,False,218,7,False,2301.86,0.0,240.0,2019,790817054.56,200105.53,0.004808441289088914,234.26633373228532
1210,52,0,True,True,False,230,9,False,5225.0,0.0,1799.3000000000002,2019,109291120.39999999,90323.23999999999,0.004513377759624963,137.3463158270811
1225,0,0,False,False,False,277,9,False,200.0,-648.67,5454.62,2019,237089440.0,193542.4,0.0015890098379369435,77.20924891627963
3142,0,0,False,False,False,279,9,False,1398.58,3406.29,796.0,2019,567813191.04,180717.12,0.005200744920195962,281.14056938192215
3697,26,26,True,True,True,331,9,False,2555.73,571.99,0.0,2019,580743429.8499999,157085.05,0.008144665840594248,442.758390639514
4417,52,0,False,False,False,369,9,False,2836.92,1818.73,0.0,2019,1921667793.92,435061.76,0.002947656024887468,372.3299999999999
1200,0,0,True,True,False,416,9,False,0.0,0.0,67.5,2019,75687720.0,63073.1,0.004369059157920809,63.282402387757536
5200,52,0,False,False,True,420,7,True,5851.07,0.0,167.0,2019,889761808.0,171108.04,0.00780507711117811,342.9982353550328
708,0,0,False,False,False,508,9,False,0.0,13.17,0.0,2019,55654980.839999996,78608.73,0.0030940345799032164,83.552342128141
3973,0,0,True,False,False,512,9,False,36462.04,0.0,3670.08,2019,951537592.1899999,239501.03,0.003801547205674507,208.6493236810766
3874,52,52,False,False,True,516,9,False,113.29,495.72,144.16,2019,624798061.42,161279.83,0.006804227976496537,310.85525259616537
2821,0,0,True,False,False,521,9,False,22029.5,4123.68,79.65,2019,995839066.04,353009.24,0.0016832360410288624,125.15814085387639
1410,0,0,False,False,False,522,9,False,1617.31,1469.14,84.0,2019,169569998.1,120262.41,0.002725023942287072,76.16954080028582
6098,0,0,False,False,False,523,9,False,0.0,515.08,856.49,2019,1920527475.3400002,314943.83,0.0065524009552168595,698.3605833571513
2170,0,0,False,False,False,527,9,False,2316.0,364.22,150.0,2019,284244350.6,130988.18000000001,0.004402704613090319,153.2652081576754
1135,0,0,False,False,False,543,9,False,0.0,0.0,0.0,2019,52952494.3,46654.18,0.006441709230191047,79.5769875669882
2562,52,52,True,True,False,547,9,False,2415.0,782.37,0.0,2019,304727636.21999997,118941.31,0.00630811267501952,219.72789419435512
1689,51,51,True,True,False,552,9,False,581.46,1434.17,0.0,2019,236078049.53999996,139773.86,0.0032582773495955794,122.80000000000001
3065,52,52,True,True,False,567,9,False,2648.7200000000003,681.64,0.0,2019,704421563.35,229827.59,0.00456601892956153,359.29341894128856
4153,0,0,True,True,False,629,9,False,1178.51,2850.4,3864.35,2019,700663469.33,168712.61000000002,0.0059062813018256125,239.09
3565,0,0,True,False,False,630,9,False,495.48,4687.59,2804.11,2019,843057117.9,236481.66,0.0032805317834188876,168.81999999999996
1261,0,0,False,False,False,771,9,False,0.0,0.0,0.0,2019,89464557.91,70947.31,0.0061345071586946555,150.21598015362628
601,0,0,True,True,False,830,9,True,0.0,155.87,0.0,2019,17603344.09,29290.09,0.0033613568024507346,16.12858136239133
804,0,0,False,False,False,936,9,False,22.68,0.0,0.0,2019,58580565.60000001,72861.40000000001,0.002474892498808364,40.44377200785995
791,0,0,False,False,False,952,9,False,0.0,328.89,1518.3,2019,56126014.07,70955.77,0.002921328563582519,54.32
699,52,24,False,False,False,982,9,True,0.0,0.0,0.0,2019,97522844.33999999,139517.65999999997,0.0019576649993919702,106.72298014171727
3159,1,1,False,False,False,987,9,False,235.0,1.78,0.0,2019,341241340.05,108021.95,0.010396427499929155,399.24791654162203
508,52,52,False,False,False,998,9,False,0.0,12991.96,0.0,2019,108734092.92,214043.49,0.0006959804990125177,43.685214957723
228656,52,52,True,False,True,1,1,True,124871.93,18665.08,435756.04,2020,2405500757517.6,10520173.35,0.008728616865757882,36876.869999999995
239515,52,52,True,False,False,6,2,False,368262.5,335409.2,3436612.88,2020,4506749048714.949,18816145.33,0.005290259679317614,41369.719999999994
15286,26,52,True,True,False,8,5,True,3421.45,973.4,161882.22,2020,15078939206.919998,986454.2199999999,0.005390759884135473,1849.95
40968,52,0,True,True,True,12,4,True,94052.06,14075.0,511071.68999999994,2020,130959796757.76001,3196636.3200000003,0.004555938798017501,5177.229999999999
55353,52,52,True,False,False,14,3,False,98419.98,42164.47,102438.22,2020,139932220708.65,2527997.05,0.010282250344512222,12206.42
168187,26,52,False,False,True,18,2,False,313237.22,146728.28,2290745.28,2020,1585428585517.01,9426582.23,0.005931898039217713,18591.030000000002
862398,26,52,True,True,False,20,1,True,1039323.49,675316.55,8922940.979999999,2020,58362080959103.94,67674184.03,0.004422256835327252,103854.72
35580,52,52,True,True,False,21,4,False,71306.56,2625.75,353045.89,2020,133592614889.40002,3754710.9300000006,0.0035859594824881836,5095.16
30676,52,52,False,False,True,34,4,False,15831.84,206.79,351893.51,2020,62952787794.72001,2052183.7200000002,0.005566711493214554,4254.33
50607,26,26,True,False,True,36,3,True,21935.42,158371.49,586758.02,2020,346775453381.16,6852321.88,0.002172250389425358,4378.09
2301,26,0,True,True,False,39,7,True,1833.67,2227.34,2125.68,2020,301232262.63,130913.62999999999,0.006119320742395211,278.90708471167216
9630,26,52,True,True,True,41,5,False,12488.050000000001,937.14,142187.36,2020,5514321740.4,572619.08,0.006770026163940276,1560.5800000000002
186466,42,52,True,False,False,50,1,False,217068.83000000002,234068.13,2017716.84,2020,2197269184341.7002,11783752.450000001,0.005580247755714421,23188.600000000002
205175,52,52,True,False,False,53,2,False,180455.44,128733.44,2925233.89,2020,2253992790729.4995,10985708.739999998,0.007513564499463714,33206.55000000001
34485,52,52,True,False,False,55,3,False,1774.02,0.0,64044.21,2020,51357570438.9,1489272.74,0.007457486109299493,3576.8699999999994
14029,52,52,True,False,False,56,5,False,5083.49,335.97,2794.04,2020,11207433788.93,798876.17,0.007670061636068453,2676.2700000000004
3153,35,0,True,True,False,59,7,True,16218.09,347.45,0.0,2020,528760811.58000004,167700.86000000002,0.00518157707635579,239.48070840653946
10125,52,52,True,False,False,67,5,False,24765.81,0.0,0.0,2020,1962192397.5,193796.78,0.018875968026516796,1321.6502663569977
80356,52,52,True,True,False,87,4,False,60901.369999999995,8710.94,686591.92,2020,405051239725.04,5040709.34,0.005544769891884952,9721.472600000001
36721,52,52,True,False,True,88,4,False,72210.59,0.0,458413.27999999997,2020,120910614646.26,3292683.06,0.00422076439313943,5259.78
50202,52,52,True,False,True,89,4,False,31077.17,5242.56,409225.55,2020,258236572879.79996,5143949.899999999,0.003244610226276129,5548.78
384556,52,52,True,False,True,97,1,True,1210422.31,567512.18,4915762.76,2020,11348835823004.32,29511529.72,0.005042863619836311,57594.14
533,52,52,False,False,False,100,9,True,0.0,0.0,0.0,2020,16835327.34,31585.98,0.004377625188937603,35.870600930990655
35096,26,26,True,False,True,103,3,True,3103.68,0.0,318215.1499999999,2020,69216593016.16,1972207.46,0.0061472605925335785,4188.040000000001
48698,26,26,True,False,True,123,3,False,67022.31999999999,134.27,176619.0,2020,145113898208.24,2979873.88,0.006155830409439977,6909.68
1494,26,0,True,True,False,128,7,True,221.53,0.0,305.25,2020,175292245.07999998,117330.81999999999,0.003766529960315985,130.7243427248951
22617,26,26,True,False,True,143,4,False,34919.81,3521.28,384202.12,2020,21594609371.16,954795.48,0.008670043813946338,3029.9
3194,26,26,True,False,False,152,7,True,13468.85,0.0,0.0,2020,536671530.59999996,168024.9,0.006257001122312822,346.0547741804485
3876,26,26,True,True,False,157,5,True,1103.25,0.0,140.0,2020,578004934.08,149124.08000000002,0.008097575024651001,376.2025606680776
6883,0,0,False,False,False,159,9,False,429.37,0.0,0.0,2020,2045419526.91,297169.77,0.007787937093610783,778.1733553684041
8511,52,52,True,False,False,162,7,False,2772.35,35.08,25872.33,2020,4491886811.97,527774.27,0.006126867659621484,1228.5500000000002
5220,52,52,True,False,False,166,7,False,7116.65,0.0,66467.06,2020,2598936262.2000003,497880.51,0.004197257653253692,836.5868
232615,52,52,False,False,True,172,1,False,283972.81,147806.6,2082958.0499999998,2020,3730841891122.0503,16038698.670000002,0.005334331760846911,31467.38000000001
3453,0,0,True,False,False,173,9,False,3506.56,1637.07,0.0,2020,745630944.42,215937.13999999998,0.005009938062100039,338.94
42744,52,52,False,False,True,179,3,False,72701.22,427.93,2380.28,2020,126541802646.48001,2960457.6700000004,0.005061590104247319,5253.110000000001
73743,52,52,True,False,False,183,4,True,84402.47,2284.61,335329.55999999994,2020,538960059475.52997,7308626.71,0.0039445263631208444,11270.430000000002
72080,52,52,True,True,False,186,4,True,41572.36,226114.04,1707314.1,2020,586502428171.2,8136826.14,0.003454939373494576,10964.179999999998
1916,0,0,True,False,False,188,8,False,0.0,310.73,8321.23,2020,265338428.75999996,138485.61,0.0042033507959912935,176.84999999999997
34688,26,26,True,True,True,190,4,False,29370.629999999997,29908.4,324577.79000000004,2020,78815233346.56,2272118.12,0.00471910754706704,3314.379999999999
3116,26,26,False,False,True,192,7,False,757.4,0.0,18483.46,2020,517759234.0,166161.5,0.005138862164698411,233.99
5989,52,52,True,True,False,204,9,True,0.0,0.0,0.0,2020,3082690540.38,514725.42000000004,0.0037235070830421825,613.3400000000001
7749,52,52,True,True,True,205,7,False,4919.55,5516.57,0.0,2020,3550423026.7799997,458178.22,0.00440040326085739,524.5757088363338
5484,26,0,True,False,True,212,7,True,3883.08,0.0,699.0,2020,1471091445.36,268251.54,0.006017700843189265,475.1690984419446
22406,52,52,False,False,True,214,5,True,13747.2,561.24,758449.07,2020,45552777761.48,2033061.58,0.004193319925994968,3243.79
6220,52,52,True,True,True,216,7,False,8609.22,0.0,475.0,2020,2196866431.2000003,353193.96,0.0068067004195454745,929.2004782208767
3970,52,52,True,True,False,218,9,False,2594.88,0.0,90.0,2020,875361378.5,220494.05,0.004612116848827382,260.497671593631
3185,52,52,True,False,True,223,5,False,2406.59,1925.54,239.17,2020,805257498.4999999,252828.09999999998,0.003880144177314618,302.15999999999997
1564,26,26,True,True,False,224,5,False,3387.27,0.0,255.0,2020,136276606.32,87133.37999999999,0.006016587134319954,175.72469366475892
6279,52,52,True,False,False,229,7,False,4235.76,0.0,63559.89000000001,2020,2814616063.3500004,448258.65,0.0051679201254096726,854.6700000000001
1210,52,0,True,True,False,230,9,False,5211.59,0.0,2538.0,2020,150653082.79999998,124506.68,0.0032321356222898483,133.83789165377343
1926,0,0,False,False,False,232,8,False,500.0,0.0,0.0,2020,277226918.46000004,143939.21000000002,0.0029393716690531155,92.94177334180289
18354,26,52,True,False,False,233,5,False,10559.2,289.85,177381.26,2020,14337922165.98,781187.87,0.008331551690821806,2307.98
7278,26,26,True,True,True,236,7,False,2559.74,539.21,123459.02,2020,4955150972.699999,680839.6499999999,0.004223823655945295,1136.29
399,52,52,True,True,True,238,7,False,0.0,0.0,0.0,2020,9398820.059999999,23555.94,0.005792256601972115,46.657726140452525
19545,26,26,True,True,True,239,7,False,45691.54,31261.58,294548.64,2020,35571235079.1,1819965.98,0.004236442669564531,3041.5400000000004
3343,0,0,False,False,False,245,8,False,9669.02,1703.47,0.0,2020,2372509749.8300004,709694.81,0.0012202258952761713,224.32999999999998
10910,52,52,False,False,True,249,7,True,2500.0,13565.14,0.0,2020,8682551122.0,795834.2,0.004476049992379177,1163.081916211043
446067,0,0,True,False,True,270,1,True,798101.4099999999,1517633.86,185109.55,2020,16090931341478.793,36072902.370000005,0.005130398877551914,76782.87
4658,52,52,True,False,True,271,7,False,24646.38,18563.6,186887.22999999998,2020,4123955688.58,885349.01,0.002236739930394764,841.8999999999999
2493,52,52,True,True,True,272,5,False,3127.2,0.0,0.0,2020,259237571.67000002,103986.19,0.008877488802599181,341.82932719960894
6185,26,26,False,False,True,275,7,True,3549.12,0.0,81956.40999999999,2020,2883236709.9999995,466165.99999999994,0.004438846731613787,692.28
1408,0,0,False,False,False,277,9,True,771.63,-648.67,0.0,2020,292006021.12,207390.64,0.0017851723580010277,97.35
2866,0,0,False,False,False,279,9,False,1308.11,3406.29,106.0,2020,509337208.6,177717.1,0.00537448047204829,318.3136246598316
1450,52,52,True,True,False,282,7,False,467.0,0.0,0.0,2020,94572248.00000001,65222.240000000005,0.006543761218433048,125.62564520141214
1344,52,52,True,False,False,287,7,True,0.0,1008.23,102.0,2020,153401619.84,114138.11,0.003969463421443434,152.73047186443503
2735,26,26,True,False,False,290,7,True,2775.5,391.07,19503.5,2020,652106186.75,238430.05,0.003929495860362158,320.95069482223556
35319,52,52,False,False,True,293,3,False,100880.48999999999,2294.68,686860.16,2020,111070011192.20999,3144766.59,0.00471563162031027,6226.56
7287,52,52,True,False,False,294,7,False,4026.3,0.0,746.0,2020,4752964696.2,652252.6,0.004333147822132199,1096.2002031679945
10606,52,52,True,False,False,296,7,False,18305.55,0.0,122809.44,2020,9342494174.62,880868.77,0.0033099113473895334,801.5000000000001
5676,26,52,True,False,False,301,7,True,12870.560000000001,3717.65,37594.66,2020,2692974737.64,474449.39,0.003960313767479722,622.008886639346
4895,52,52,False,False,True,321,7,False,1424.64,5039.53,20867.23,2020,2188076650.1,447002.38,0.00424506574656533,735.59
56270,52,52,True,False,False,324,4,False,65348.920000000006,42800.81,692318.7,2020,276890578866.60004,4920749.580000001,0.004133482898111853,7352.21
3535,52,52,True,False,False,325,7,False,11363.55,0.0,420.0,2020,1094968795.1999998,309750.72,0.003767482393386411,385.24560579854733
3718,26,26,True,True,True,331,9,False,2203.1099999999997,571.99,0.0,2020,643751176.64,173144.48,0.006821143395901254,375.1649646506753
143484,28,28,True,False,True,335,2,True,87626.91,4800.82,2164273.07,2020,2098374613931.64,14624450.209999999,0.004204822668807641,26354.269999999993
1801,26,0,False,False,True,346,7,False,2686.87,0.0,17890.460000000003,2020,326562308.77,181322.77,0.0035320282586664793,227.74
202483,52,52,True,False,False,357,2,False,250002.55,169605.53,3863038.7800000003,2020,3084285696672.92,15232319.24,0.005600747374316607,35944.74999999999
2581,52,52,True,False,False,358,7,False,0.0,0.0,25760.270000000004,2020,651052862.3000001,252248.30000000002,0.0036538396907968194,329.13
10165,52,52,True,False,False,361,7,False,6598.13,0.0,9561.06,2020,10641899411.95,1046915.8300000001,0.003925215183281959,1661.2809709614248
4485,26,0,False,False,False,369,9,False,2478.26,1818.73,0.0,2020,1993229351.1000001,444421.26,0.0030949606298081365,421.8299999999999
2283,0,0,False,False,False,372,8,False,0.0,0.0,0.0,2020,272655676.44,119428.68,0.004847383177145137,146.79999999999998
1952,0,0,False,False,False,375,8,False,0.0,8283.35,0.0,2020,484543125.12,248229.06,0.002290985428471694,165.68000000000004
5158,52,52,True,False,False,376,7,True,1100.0,0.0,240.0,2020,2078549589.0399997,402975.87999999995,0.004815933046571757,730.1929708766542
1858,26,26,True,False,False,382,7,False,5277.76,0.0,17625.36,2020,207776442.57999998,111828.01,0.005739249496150828,221.70000000000002
7409,52,0,True,True,False,389,7,False,9965.86,0.0,612.0,2020,4648729261.950001,627443.55,0.0039849317765439365,843.7844249084334
7013,26,26,False,False,True,394,6,False,3037.5699999999997,0.0,18641.16,2020,2953316453.5099998,421120.26999999996,0.004533641762977541,519.76
5078,0,0,False,False,False,404,8,False,1800.8200000000002,10411.17,10126.56,2020,1726476583.1000001,339991.45,0.005293684544565302,637.9100000000001
1657,0,0,False,False,False,413,8,True,48.0,578.81,44.0,2020,117131291.89,70688.77,0.005243731862672687,82.92
3650,26,26,False,False,True,414,6,True,11191.0,2061.0,12694.75,2020,789165806.5,216209.81,0.003864142204284784,191.23356743937205
1200,0,0,True,True,False,416,9,False,1074.3899999999999,0.0,0.0,2020,103702895.99999999,86419.07999999999,0.0032849565080845036,67.15792654375437
5295,52,0,False,False,True,420,9,True,6698.7,0.0,144.32,2020,1936068300.7500002,365640.85000000003,0.003971574956903044,398.26210274242214
5642,52,52,False,False,False,426,6,False,2500.0,0.0,0.0,2020,1037737855.7,183930.85,0.009149041546651469,501.9116466693939
3034,52,52,True,False,False,427,5,False,817.62,0.0,34068.35,2020,719689891.18,237208.27,0.004854600106572978,437.07000000000005
48603,26,26,True,False,True,429,4,False,29956.699999999997,705.98,266727.62,2020,73205582948.21999,1506194.7399999998,0.009269712891390237,4010.8068
17740,52,52,False,False,True,430,6,True,24524.7,22367.31,40.0,2020,31071397652.199997,1751488.0299999998,0.0040259236218489584,2802.797971361531
3307,52,52,True,True,True,434,7,True,5210.62,0.0,0.0,2020,442826116.83,133905.69,0.007192893748333265,280.524733594329
3639,52,0,False,False,False,437,7,True,2181.27,0.0,0.0,2020,898814149.98,246994.82,0.004646264670866791,361.91078539818915
416843,52,52,False,False,True,441,2,False,174752.23,13327.43,6993295.83,2020,9339636887325.781,22405646.46,0.007081779971285464,60398.659999999996
69,52,52,False,False,False,443,6,True,0.0,0.0,0.0,2020,1092172.02,15828.58,0.002036549993846099,15.06
5936,26,0,False,False,False,502,7,True,5325.13,0.0,41271.96,2020,2899618051.68,488480.13,0.0037260506420069583,558.0812340973678
3267,52,0,False,False,False,503,7,False,2855.92,0.0,32661.7,2020,727148506.59,222573.77000000002,0.005258012110090754,419.22
711,0,0,False,False,False,508,9,False,0.0,13.17,0.0,2020,69802097.94,98174.54,0.0018874315334776555,48.291485223038684
5982,52,52,True,False,False,510,7,False,1419.55,0.0,49771.329999999994,2020,2473123364.82,413427.51,0.004309997482643178,530.77
4018,0,0,True,False,False,512,9,False,35331.79,0.0,6960.49,2020,995305048.08,247711.56,0.004011348926203102,245.73300839515295
3894,52,52,False,False,True,516,9,False,79.39,470.0,48.06,2020,596658967.74,153225.21,0.008609928354444697,446.9547719977193
2701,0,0,True,False,False,521,9,False,10722.25,4123.68,26.55,2020,987566251.8599998,365629.8599999999,0.0016454776484174359,134.01169581149534
1414,0,0,False,False,True,522,9,False,2000.64,1469.14,36.0,2020,178792480.58,126444.47,0.002586422015835432,75.63956944058462
6098,0,0,True,False,False,523,9,False,5282.67,515.08,165.92,2020,2181011289.7999997,357660.1,0.005458675673967515,625.0692728311548
4478,52,52,True,False,False,524,5,False,8356.21,0.0,30004.35,2020,1573297430.18,351339.31,0.004327620746853742,516.2591798893394
2170,0,0,False,False,False,527,9,False,2992.33,364.22,0.0,2020,286426263.90000004,131993.67,0.00439380296215507,154.99854785641855
15019,52,52,False,False,True,531,7,True,16142.38,424.04,4289.12,2020,9166011443.410002,610294.3900000001,0.008629888268887756,1846.9199999999996
150,0,0,False,False,False,537,8,True,61.14,0.0,0.0,2020,1375792.5,9171.95,0.004596675853484021,11.85004110738747
1134,0,0,False,False,False,543,9,False,0.0,0.0,0.0,2020,97759872.0,86208.0,0.0034809646848010132,79.41111966315053
219,0,0,True,False,False,545,8,False,90.0,0.0,0.0,2020,1778496.81,8120.99,0.007239125181371551,15.781417521151385
2562,52,52,True,True,False,547,9,False,2442.5,782.37,0.0,2020,444222489.9,173388.94999999998,0.0043322373345850975,220.2359384573456
3684,0,0,False,False,False,550,7,False,1334.58,0.0,799.83,2020,1708399740.0,463735.0,0.0022651428679251492,299.51
1490,26,26,True,False,False,551,7,False,1538.35,43.72,0.0,2020,293905792.9,197252.21,0.002540766864084987,168.57265257450146
1689,52,52,True,True,False,552,9,False,0.0,1422.39,0.0,2020,263520600.62999997,156021.66999999998,0.0030627972498907243,135.2
5370,26,26,True,False,True,555,7,True,17984.449999999997,2390.61,331.81,2020,3014575641.299999,561373.4899999999,0.003406998486346727,681.1980488222207
3249,52,52,True,False,False,556,7,False,2434.6400000000003,0.0,417.72,2020,1075402819.9799998,330995.01999999996,0.0035265020352688217,419.3546717514765
2862,52,52,False,False,True,558,7,True,237.6,0.0,0.0,2020,1621601157.7799997,566597.19,0.0019368129020586827,420.7794699722357
460,26,0,True,False,False,562,6,False,656.04,0.0,0.0,2020,21181670.599999998,46047.10999999999,0.0043457071571903405,87.0498123950294
3845,52,52,True,False,False,565,5,False,7302.75,793.43,560.0,2020,1353339376.3500001,351973.83,0.0038989357517453774,489.7974968761754
3065,52,52,True,True,False,567,9,False,2208.76,681.64,0.0,2020,661204419.7,215727.38,0.0050309970647715065,384.31575355473507
4433,52,52,True,False,False,600,7,True,9440.59,0.0,0.0,2020,1407863658.6299999,317587.11,0.005565531201257505,704.7600000000001
38435,52,52,True,False,False,601,4,False,49280.0,10965.91,226301.41999999998,2020,115678584356.5,3009719.9,0.004748145592768913,5313.41
1891,52,52,True,False,False,603,6,True,5613.88,0.0,0.0,2020,154568278.80999997,81738.90999999999,0.005426884057705144,104.05602741882994
5624,26,0,True,True,False,604,7,True,6461.87,1621.27,440.0,2020,1201722653.68,213677.57,0.00820300924673961,546.2846059247851
136,0,0,True,False,False,605,8,True,61.14,0.0,0.0,2020,1256081.04,9235.89,0.004308659453172608,11.64401978742645
328,0,0,True,False,False,607,8,True,61.14,0.0,0.0,2020,4543557.680000001,13852.310000000001,0.005465207574535303,17.473660100397495
1166,0,0,True,False,False,610,8,False,716.99,92.82,0.0,2020,45457431.13999999,38985.78999999999,0.007595237713399258,75.1963688383937
302,0,0,True,False,False,611,8,False,400.0,0.0,0.0,2020,7071864.54,23416.77,0.0027175311257119574,13.40899076824702
3309,26,26,True,False,False,612,7,True,3916.95,8505.52,6380.83,2020,1067609505.9900001,322638.11000000004,0.0038450087893431737,465.08168418311243
1054,26,26,False,False,True,613,5,False,0.0,0.0,0.0,2020,124846816.46,118450.48999999999,0.0033819375018482667,152.25244216441206
1676,0,0,True,False,False,616,8,False,1397.44,1318.27,0.0,2020,369962452.32,220741.32,0.002490366574217956,180.31
295,52,52,False,False,True,618,6,False,0.0,0.0,0.0,2020,5202159.8,17634.44,0.004334475781243308,19.8049837724141
2396,52,0,True,False,False,620,6,False,882.31,0.0,0.0,2020,302867697.8,126405.55,0.005619477520331228,210.5898077037784
1629,52,0,False,False,False,622,6,False,150.0,0.0,192.0,2020,173090176.92,106255.48,0.00394259882453419,107.73250716393926
2532,52,52,False,False,True,623,6,False,0.0,0.0,0.0,2020,207082430.52,81786.11,0.009745369149130184,250.89499187949434
297,52,0,True,False,False,626,6,False,100.0,0.0,0.0,2020,5503258.53,18529.49,0.004550830320982711,23.941522726196077
2313,0,0,False,False,False,627,6,False,0.0,0.0,0.0,2020,178713042.92999998,77264.60999999999,0.007894089171198946,160.83836755587546
4166,0,0,True,True,False,629,9,False,231.45,2850.4,20431.0,2020,814544735.32,195522.02000000002,0.004606953622763045,194.76
3584,0,0,True,False,False,630,9,False,629.89,0.0,4655.1900000000005,2020,1028846766.0799999,287066.62,0.002354677556916909,127.4853496890368
4817,26,26,False,False,True,634,6,True,9261.81,10216.92,0.0,2020,2999855873.9499993,622764.3499999999,0.0030329995563325436,740.6542756791191
548,52,52,True,False,False,635,7,False,601.5,0.0,0.0,2020,20736429.599999998,37840.2,0.0046914656396122,57.510000000000005
2195,52,52,False,False,False,636,6,False,100.0,0.0,76680.0,2020,179585768.79999998,81815.84,0.004129781066711839,52.01089419828802
40,52,52,False,False,True,637,8,True,0.0,0.0,0.0,2020,965266.4,24131.66,0.0010261571495226599,15.330000000000002
135,0,0,False,False,False,638,8,True,0.0,0.0,0.0,2020,2348526.1500000004,17396.49,0.002258812952950926,11.437998467465432
919,52,0,False,False,False,641,6,False,937.4200000000001,0.0,0.0,2020,30719743.84,33427.36,0.0025781740586043873,8.081893334069818
1230,26,0,True,True,False,642,7,True,1050.0,0.0,0.0,2020,93626062.5,76118.75,0.004851075390896322,110.8547309775436
75,52,0,False,False,True,643,7,False,1270.0,82.07,0.0,2020,1856941.4999999998,24759.219999999998,0.0009187958120197852,6.900025061560682
112,26,0,False,False,False,644,6,False,5810.39,0.0,0.0,2020,4361644.0,38943.25,0.0005897820420435086,4.710092674264346
97,0,0,False,False,False,645,8,True,0.0,0.0,0.0,2020,866340.9500000001,8931.35,0.003436822958126875,9.71352371519913
508,52,0,False,False,True,694,6,True,5568.1,1443.22,0.0,2020,19695861.040000003,38771.380000000005,0.0025359459388562375,19.03
2495,0,0,True,False,False,696,5,True,600.0,0.0,129.0,2020,292100278.7,117074.26,0.00730048937827303,292.79
519,26,0,False,False,True,706,6,True,897.5,0.0,0.0,2020,32259680.220000003,62157.380000000005,0.0026151294899218118,50.910157288144994
730,0,0,False,False,False,709,8,False,300.0,0.0,0.0,2020,39548866.9,54176.53,0.004176400077959512,70.12997764079938
1446,52,52,True,False,True,710,6,False,0.0,0.0,0.0,2020,109796428.44,75931.14,0.004271209507676047,72.74
1944,52,52,True,True,False,711,7,False,7115.25,6214.61,12751.15,2020,434512440.71999997,223514.62999999998,0.004167214807752954,446.28
3391,52,0,True,True,False,712,7,True,705.5,0.0,0.0,2020,1291710062.55,380923.05,0.0043299902471449735,802.2699999999999
